Ensembl Gene ID,Ensembl Transcript ID,Fruitfly Ensembl Gene ID
ENSGALG00000006470,ENSGALT00000010448,FBgn0003545
ENSGALG00000006473,ENSGALT00000010457,FBgn0025741
ENSGALG00000006477,ENSGALT00000010467,FBgn0034091
ENSGALG00000006489,ENSGALT00000010489,
ENSGALG00000006505,ENSGALT00000010512,FBgn0266410
ENSGALG00000006530,ENSGALT00000010554,
ENSGALG00000006531,ENSGALT00000010555,FBgn0003742
ENSGALG00000006562,ENSGALT00000010594,FBgn0050440
ENSGALG00000006594,ENSGALT00000010645,FBgn0033901
ENSGALG00000006594,ENSGALT00000039296,FBgn0033901
ENSGALG00000006596,ENSGALT00000010647,FBgn0023167
ENSGALG00000006612,ENSGALT00000010675,FBgn0261823
ENSGALG00000006617,ENSGALT00000010681,FBgn0038183
ENSGALG00000006639,ENSGALT00000010724,
ENSGALG00000006643,ENSGALT00000010732,FBgn0035878
ENSGALG00000006644,ENSGALT00000010736,FBgn0036821
ENSGALG00000006657,ENSGALT00000010768,FBgn0052371
ENSGALG00000006657,ENSGALT00000010768,FBgn0027066
ENSGALG00000006657,ENSGALT00000010768,FBgn0051907
ENSGALG00000006657,ENSGALT00000010768,FBgn0030191
ENSGALG00000006657,ENSGALT00000010768,FBgn0031585
ENSGALG00000006657,ENSGALT00000010768,FBgn0034403
ENSGALG00000006694,ENSGALT00000010817,FBgn0029992
ENSGALG00000006697,ENSGALT00000010823,
ENSGALG00000006703,ENSGALT00000010835,FBgn0028473
ENSGALG00000006723,ENSGALT00000010875,FBgn0038876
ENSGALG00000006725,ENSGALT00000010881,
ENSGALG00000006725,ENSGALT00000038569,
ENSGALG00000006731,ENSGALT00000010889,FBgn0026262
ENSGALG00000006805,ENSGALT00000011008,FBgn0035390
ENSGALG00000006805,ENSGALT00000011008,FBgn0052056
ENSGALG00000006856,ENSGALT00000039051,FBgn0036769
ENSGALG00000006865,ENSGALT00000011117,FBgn0001247
ENSGALG00000006872,ENSGALT00000011126,FBgn0026576
ENSGALG00000006884,ENSGALT00000011152,FBgn0037242
ENSGALG00000006884,ENSGALT00000011152,FBgn0030015
ENSGALG00000006884,ENSGALT00000011152,FBgn0029661
ENSGALG00000006884,ENSGALT00000011152,FBgn0039498
ENSGALG00000006925,ENSGALT00000011221,
ENSGALG00000006933,ENSGALT00000011230,FBgn0036922
ENSGALG00000006958,ENSGALT00000011272,
ENSGALG00000006969,ENSGALT00000011287,
ENSGALG00000006974,ENSGALT00000039062,FBgn0021995
ENSGALG00000007005,ENSGALT00000011339,FBgn0032632
ENSGALG00000007005,ENSGALT00000011339,FBgn0028429
ENSGALG00000007037,ENSGALT00000032683,FBgn0035688
ENSGALG00000007046,ENSGALT00000011417,FBgn0039210
ENSGALG00000007057,ENSGALT00000011432,
ENSGALG00000007057,ENSGALT00000011431,
ENSGALG00000007058,ENSGALT00000040344,FBgn0266284
ENSGALG00000007095,ENSGALT00000038545,FBgn0032956
ENSGALG00000007095,ENSGALT00000011487,FBgn0032956
ENSGALG00000007131,ENSGALT00000011553,
ENSGALG00000007150,ENSGALT00000045427,FBgn0261276
ENSGALG00000007150,ENSGALT00000011583,FBgn0261276
ENSGALG00000007168,ENSGALT00000011609,
ENSGALG00000007241,ENSGALT00000011714,FBgn0032597
ENSGALG00000007250,ENSGALT00000011732,FBgn0262601
ENSGALG00000007253,ENSGALT00000011741,
ENSGALG00000007268,ENSGALT00000011770,FBgn0053653
ENSGALG00000007276,ENSGALT00000011789,FBgn0039959
ENSGALG00000007278,ENSGALT00000011793,FBgn0053513
ENSGALG00000007284,ENSGALT00000011799,
ENSGALG00000007307,ENSGALT00000039801,FBgn0030366
ENSGALG00000007326,ENSGALT00000029998,FBgn0036300
ENSGALG00000007353,ENSGALT00000011893,FBgn0039836
ENSGALG00000007387,ENSGALT00000011945,FBgn0032517
ENSGALG00000007393,ENSGALT00000011961,FBgn0031036
ENSGALG00000007417,ENSGALT00000011997,FBgn0031905
ENSGALG00000007424,ENSGALT00000012010,FBgn0038332
ENSGALG00000007435,ENSGALT00000012033,FBgn0015794
ENSGALG00000007437,ENSGALT00000012036,FBgn0039240
ENSGALG00000007490,ENSGALT00000012108,FBgn0052344
ENSGALG00000007492,ENSGALT00000012112,FBgn0034792
ENSGALG00000007494,ENSGALT00000012114,FBgn0053123
ENSGALG00000007500,ENSGALT00000012122,FBgn0025864
ENSGALG00000007507,ENSGALT00000012133,FBgn0260399
ENSGALG00000007509,ENSGALT00000012140,FBgn0001123
ENSGALG00000007512,ENSGALT00000038234,
ENSGALG00000007541,ENSGALT00000012194,FBgn0031106
ENSGALG00000007550,ENSGALT00000012208,
ENSGALG00000007556,ENSGALT00000012218,
ENSGALG00000007569,ENSGALT00000012239,
ENSGALG00000007581,ENSGALT00000012259,
ENSGALG00000007590,ENSGALT00000012271,FBgn0028497
ENSGALG00000007591,ENSGALT00000012273,FBgn0036987
ENSGALG00000007603,ENSGALT00000012296,FBgn0030504
ENSGALG00000007620,ENSGALT00000012325,
ENSGALG00000007625,ENSGALT00000012340,
ENSGALG00000007663,ENSGALT00000012413,FBgn0037703
ENSGALG00000007683,ENSGALT00000012454,FBgn0037255
ENSGALG00000007704,ENSGALT00000012485,
ENSGALG00000007723,ENSGALT00000012523,FBgn0039859
ENSGALG00000007732,ENSGALT00000012536,FBgn0033250
ENSGALG00000007778,ENSGALT00000012619,FBgn0032138
ENSGALG00000007781,ENSGALT00000012622,
ENSGALG00000007788,ENSGALT00000012629,FBgn0035244
ENSGALG00000007808,ENSGALT00000012666,FBgn0033713
ENSGALG00000007821,ENSGALT00000012696,FBgn0002174
ENSGALG00000007842,ENSGALT00000038621,
ENSGALG00000007917,ENSGALT00000012857,FBgn0261800
ENSGALG00000007930,ENSGALT00000012883,
ENSGALG00000007930,ENSGALT00000012881,
ENSGALG00000007936,ENSGALT00000012893,FBgn0250906
ENSGALG00000008009,ENSGALT00000013000,FBgn0035165
ENSGALG00000008021,ENSGALT00000013014,
ENSGALG00000008026,ENSGALT00000013022,
ENSGALG00000008035,ENSGALT00000039462,FBgn0024689
ENSGALG00000008073,ENSGALT00000033579,FBgn0086384
ENSGALG00000008078,ENSGALT00000038529,FBgn0030327
ENSGALG00000008082,ENSGALT00000038042,FBgn0034939
ENSGALG00000008096,ENSGALT00000013142,FBgn0005355
ENSGALG00000008097,ENSGALT00000013143,FBgn0000114
ENSGALG00000008097,ENSGALT00000013143,FBgn0262475
ENSGALG00000008098,ENSGALT00000013144,
ENSGALG00000008103,ENSGALT00000013152,
ENSGALG00000008104,ENSGALT00000013157,FBgn0035411
ENSGALG00000008117,ENSGALT00000013175,FBgn0039588
ENSGALG00000008118,ENSGALT00000013177,
ENSGALG00000008128,ENSGALT00000013192,FBgn0259483
ENSGALG00000008130,ENSGALT00000040235,FBgn0053113
ENSGALG00000008130,ENSGALT00000013195,FBgn0053113
ENSGALG00000008132,ENSGALT00000013198,FBgn0035901
ENSGALG00000008143,ENSGALT00000013227,FBgn0031675
ENSGALG00000008146,ENSGALT00000045386,FBgn0027378
ENSGALG00000008146,ENSGALT00000033617,FBgn0027378
ENSGALG00000008146,ENSGALT00000033615,FBgn0027378
ENSGALG00000008169,ENSGALT00000013282,FBgn0004868
ENSGALG00000008199,ENSGALT00000013352,
ENSGALG00000008208,ENSGALT00000013365,
ENSGALG00000008222,ENSGALT00000013382,FBgn0036770
ENSGALG00000008229,ENSGALT00000013392,FBgn0036857
ENSGALG00000008230,ENSGALT00000013395,
ENSGALG00000008233,ENSGALT00000013400,FBgn0263855
ENSGALG00000008233,ENSGALT00000013400,FBgn0031696
ENSGALG00000008241,ENSGALT00000013413,FBgn0010356
ENSGALG00000008241,ENSGALT00000013413,FBgn0011569
ENSGALG00000008293,ENSGALT00000013503,
ENSGALG00000008322,ENSGALT00000013546,
ENSGALG00000008381,ENSGALT00000013654,
ENSGALG00000008382,ENSGALT00000013655,
ENSGALG00000008389,ENSGALT00000013668,FBgn0034651
ENSGALG00000008389,ENSGALT00000013668,FBgn0264694
ENSGALG00000008392,ENSGALT00000013671,FBgn0036348
ENSGALG00000008394,ENSGALT00000013674,
ENSGALG00000008400,ENSGALT00000013684,FBgn0261952
ENSGALG00000008400,ENSGALT00000013684,FBgn0000394
ENSGALG00000008400,ENSGALT00000013684,FBgn0003865
ENSGALG00000008429,ENSGALT00000013732,FBgn0000377
ENSGALG00000008437,ENSGALT00000013746,
ENSGALG00000008460,ENSGALT00000013788,FBgn0030694
ENSGALG00000008469,ENSGALT00000013800,
ENSGALG00000008470,ENSGALT00000013803,FBgn0032298
ENSGALG00000008482,ENSGALT00000013823,FBgn0043865
ENSGALG00000008482,ENSGALT00000013823,FBgn0020616
ENSGALG00000008497,ENSGALT00000013844,
ENSGALG00000008497,ENSGALT00000015788,
ENSGALG00000008507,ENSGALT00000013858,FBgn0031390
ENSGALG00000008520,ENSGALT00000013878,FBgn0023213
ENSGALG00000008520,ENSGALT00000013878,FBgn0260634
ENSGALG00000008526,ENSGALT00000013896,FBgn0033155
ENSGALG00000008529,ENSGALT00000013901,
ENSGALG00000008530,ENSGALT00000038969,FBgn0037573
ENSGALG00000008551,ENSGALT00000013929,FBgn0031217
ENSGALG00000008569,ENSGALT00000032642,FBgn0037358
ENSGALG00000008574,ENSGALT00000013965,FBgn0029079
ENSGALG00000008585,ENSGALT00000013979,FBgn0015615
ENSGALG00000008587,ENSGALT00000013981,FBgn0039689
ENSGALG00000008603,ENSGALT00000014009,FBgn0266375
ENSGALG00000008607,ENSGALT00000014017,FBgn0003278
ENSGALG00000008615,ENSGALT00000014037,FBgn0040505
ENSGALG00000008621,ENSGALT00000014048,
ENSGALG00000008645,ENSGALT00000014085,
ENSGALG00000008684,ENSGALT00000039726,FBgn0001942
ENSGALG00000008684,ENSGALT00000014135,FBgn0001942
ENSGALG00000008694,ENSGALT00000014151,
ENSGALG00000008705,ENSGALT00000014167,FBgn0038111
ENSGALG00000008705,ENSGALT00000042683,FBgn0038111
ENSGALG00000008707,ENSGALT00000014169,FBgn0032691
ENSGALG00000008708,ENSGALT00000014170,FBgn0024364
ENSGALG00000008730,ENSGALT00000014207,
ENSGALG00000008740,ENSGALT00000030716,
ENSGALG00000008750,ENSGALT00000014239,FBgn0029892
ENSGALG00000008760,ENSGALT00000039435,
ENSGALG00000008765,ENSGALT00000046033,
ENSGALG00000008765,ENSGALT00000014258,
ENSGALG00000008791,ENSGALT00000014294,FBgn0020392
ENSGALG00000008795,ENSGALT00000014299,FBgn0027579
ENSGALG00000008796,ENSGALT00000014300,FBgn0032408
ENSGALG00000008836,ENSGALT00000014357,FBgn0262515
ENSGALG00000008864,ENSGALT00000014399,FBgn0028734
ENSGALG00000008872,ENSGALT00000014414,
ENSGALG00000008916,ENSGALT00000014497,FBgn0263106
ENSGALG00000008916,ENSGALT00000014497,FBgn0037151
ENSGALG00000008916,ENSGALT00000014497,FBgn0031322
ENSGALG00000008934,ENSGALT00000014520,
ENSGALG00000008939,ENSGALT00000014525,FBgn0014870
ENSGALG00000008942,ENSGALT00000014538,FBgn0029504
ENSGALG00000008956,ENSGALT00000014566,FBgn0036614
ENSGALG00000008978,ENSGALT00000014607,FBgn0034005
ENSGALG00000008978,ENSGALT00000014607,FBgn0034880
ENSGALG00000008978,ENSGALT00000014607,FBgn0003328
ENSGALG00000008985,ENSGALT00000014615,
ENSGALG00000008989,ENSGALT00000039667,FBgn0050349
ENSGALG00000008991,ENSGALT00000014624,FBgn0038593
ENSGALG00000009018,ENSGALT00000014672,FBgn0031356
ENSGALG00000009028,ENSGALT00000014689,FBgn0262871
ENSGALG00000009052,ENSGALT00000014738,
ENSGALG00000009060,ENSGALT00000014746,FBgn0035057
ENSGALG00000009081,ENSGALT00000014776,FBgn0038532
ENSGALG00000009090,ENSGALT00000034191,FBgn0259749
ENSGALG00000009091,ENSGALT00000014801,
ENSGALG00000009107,ENSGALT00000014832,FBgn0038975
ENSGALG00000009177,ENSGALT00000014951,FBgn0028734
ENSGALG00000009201,ENSGALT00000014982,
ENSGALG00000009202,ENSGALT00000014983,FBgn0035526
ENSGALG00000009272,ENSGALT00000015084,
ENSGALG00000009283,ENSGALT00000015103,FBgn0033309
ENSGALG00000009287,ENSGALT00000033263,
ENSGALG00000009287,ENSGALT00000015107,
ENSGALG00000009288,ENSGALT00000015109,FBgn0263829
ENSGALG00000009288,ENSGALT00000015109,FBgn0037707
ENSGALG00000009303,ENSGALT00000015141,FBgn0000578
ENSGALG00000009303,ENSGALT00000015142,FBgn0000578
ENSGALG00000009303,ENSGALT00000038756,FBgn0000578
ENSGALG00000009309,ENSGALT00000039360,FBgn0034967
ENSGALG00000009321,ENSGALT00000038663,
ENSGALG00000009322,ENSGALT00000015173,FBgn0016983
ENSGALG00000009325,ENSGALT00000015187,FBgn0030151
ENSGALG00000009327,ENSGALT00000015190,FBgn0039169
ENSGALG00000009332,ENSGALT00000015198,FBgn0028474
ENSGALG00000009341,ENSGALT00000015211,FBgn0000376
ENSGALG00000009344,ENSGALT00000015215,
ENSGALG00000009354,ENSGALT00000015233,FBgn0013972
ENSGALG00000009361,ENSGALT00000015246,FBgn0013973
ENSGALG00000009364,ENSGALT00000015251,FBgn0261854
ENSGALG00000009364,ENSGALT00000039316,FBgn0261854
ENSGALG00000009385,ENSGALT00000015293,FBgn0034577
ENSGALG00000009394,ENSGALT00000015304,
ENSGALG00000009426,ENSGALT00000038630,
ENSGALG00000009433,ENSGALT00000043959,FBgn0086708
ENSGALG00000009433,ENSGALT00000015358,FBgn0086708
ENSGALG00000009434,ENSGALT00000015359,FBgn0031842
ENSGALG00000009448,ENSGALT00000015379,FBgn0051694
ENSGALG00000009455,ENSGALT00000038766,FBgn0031875
ENSGALG00000009466,ENSGALT00000015412,FBgn0031990
ENSGALG00000009477,ENSGALT00000015429,FBgn0038331
ENSGALG00000009477,ENSGALT00000043875,FBgn0038331
ENSGALG00000009483,ENSGALT00000015441,FBgn0026064
ENSGALG00000009483,ENSGALT00000015441,FBgn0026063
ENSGALG00000009483,ENSGALT00000015441,FBgn0260934
ENSGALG00000009486,ENSGALT00000015447,
ENSGALG00000009492,ENSGALT00000044409,FBgn0030207
ENSGALG00000009492,ENSGALT00000015454,FBgn0030207
ENSGALG00000009500,ENSGALT00000015463,FBgn0034271
ENSGALG00000009500,ENSGALT00000038112,FBgn0034271
ENSGALG00000009502,ENSGALT00000015466,FBgn0025720
ENSGALG00000009502,ENSGALT00000033012,FBgn0025720
ENSGALG00000009505,ENSGALT00000015471,
ENSGALG00000009525,ENSGALT00000015508,FBgn0037376
ENSGALG00000009532,ENSGALT00000015515,FBgn0039273
ENSGALG00000009533,ENSGALT00000015516,FBgn0023542
ENSGALG00000009534,ENSGALT00000015518,
ENSGALG00000009537,ENSGALT00000015523,FBgn0027515
ENSGALG00000009546,ENSGALT00000025116,FBgn0038233
ENSGALG00000009554,ENSGALT00000015553,FBgn0001301
ENSGALG00000009564,ENSGALT00000015575,FBgn0035247
ENSGALG00000009569,ENSGALT00000015585,FBgn0086899
ENSGALG00000009633,ENSGALT00000015687,
ENSGALG00000009656,ENSGALT00000015724,FBgn0036824
ENSGALG00000009677,ENSGALT00000015751,FBgn0011638
ENSGALG00000009692,ENSGALT00000015774,FBgn0040294
ENSGALG00000009712,ENSGALT00000032987,
ENSGALG00000009728,ENSGALT00000015833,FBgn0028646
ENSGALG00000009728,ENSGALT00000015533,FBgn0028646
ENSGALG00000009731,ENSGALT00000044056,
ENSGALG00000009731,ENSGALT00000015838,
ENSGALG00000009732,ENSGALT00000015841,
ENSGALG00000009739,ENSGALT00000015849,
ENSGALG00000009748,ENSGALT00000015862,
ENSGALG00000009758,ENSGALT00000015877,
ENSGALG00000009773,ENSGALT00000015894,
ENSGALG00000009796,ENSGALT00000031937,FBgn0038588
ENSGALG00000009800,ENSGALT00000015941,
ENSGALG00000009801,ENSGALT00000015942,FBgn0036536
ENSGALG00000009821,ENSGALT00000015969,FBgn0030099
ENSGALG00000009838,ENSGALT00000015995,FBgn0051368
ENSGALG00000009840,ENSGALT00000015999,FBgn0086657
ENSGALG00000009842,ENSGALT00000016002,
ENSGALG00000009907,ENSGALT00000016113,FBgn0005683
ENSGALG00000009907,ENSGALT00000016113,FBgn0031091
ENSGALG00000009925,ENSGALT00000016137,FBgn0027951
ENSGALG00000009927,ENSGALT00000016139,FBgn0004636
ENSGALG00000009930,ENSGALT00000016143,FBgn0044323
ENSGALG00000009940,ENSGALT00000016160,
ENSGALG00000009942,ENSGALT00000016163,
ENSGALG00000009946,ENSGALT00000016171,FBgn0032208
ENSGALG00000009966,ENSGALT00000016200,FBgn0032042
ENSGALG00000009967,ENSGALT00000016201,FBgn0027794
ENSGALG00000009967,ENSGALT00000016201,FBgn0032679
ENSGALG00000009967,ENSGALT00000038350,FBgn0027794
ENSGALG00000009967,ENSGALT00000038350,FBgn0032679
ENSGALG00000009970,ENSGALT00000031920,FBgn0086361
ENSGALG00000009970,ENSGALT00000031920,FBgn0039421
ENSGALG00000009983,ENSGALT00000016224,FBgn0032986
ENSGALG00000010013,ENSGALT00000016263,FBgn0050106
ENSGALG00000010013,ENSGALT00000016263,FBgn0033058
ENSGALG00000010017,ENSGALT00000016270,FBgn0038829
ENSGALG00000010023,ENSGALT00000016279,FBgn0000253
ENSGALG00000010025,ENSGALT00000016282,FBgn0032005
ENSGALG00000010026,ENSGALT00000031908,FBgn0000711
ENSGALG00000010034,ENSGALT00000037840,
ENSGALG00000010035,ENSGALT00000016302,
ENSGALG00000010072,ENSGALT00000029632,FBgn0030753
ENSGALG00000010104,ENSGALT00000016432,FBgn0034537
ENSGALG00000010105,ENSGALT00000016433,FBgn0037884
ENSGALG00000010106,ENSGALT00000016435,
ENSGALG00000010119,ENSGALT00000016460,
ENSGALG00000010120,ENSGALT00000016462,FBgn0034824
ENSGALG00000010120,ENSGALT00000016462,FBgn0030268
ENSGALG00000010120,ENSGALT00000016462,FBgn0034827
ENSGALG00000010131,ENSGALT00000016477,FBgn0030228
ENSGALG00000010131,ENSGALT00000038190,FBgn0030228
ENSGALG00000010147,ENSGALT00000016496,
ENSGALG00000010159,ENSGALT00000032235,FBgn0260795
ENSGALG00000010178,ENSGALT00000016546,FBgn0015527
ENSGALG00000010201,ENSGALT00000016584,FBgn0052112
ENSGALG00000010242,ENSGALT00000016646,
ENSGALG00000010304,ENSGALT00000016763,
ENSGALG00000010342,ENSGALT00000017091,FBgn0029167
ENSGALG00000010346,ENSGALT00000037707,FBgn0031461
ENSGALG00000010347,ENSGALT00000016846,FBgn0039858
ENSGALG00000010390,ENSGALT00000016923,
ENSGALG00000010444,ENSGALT00000017005,FBgn0022344
ENSGALG00000010481,ENSGALT00000017068,FBgn0028833
ENSGALG00000010481,ENSGALT00000045231,FBgn0028833
ENSGALG00000010522,ENSGALT00000017131,FBgn0037146
ENSGALG00000010536,ENSGALT00000017150,FBgn0034068
ENSGALG00000010542,ENSGALT00000017158,FBgn0020389
ENSGALG00000010555,ENSGALT00000017177,FBgn0033463
ENSGALG00000010565,ENSGALT00000017192,FBgn0037037
ENSGALG00000010565,ENSGALT00000017192,FBgn0030344
ENSGALG00000010612,ENSGALT00000017268,FBgn0038603
ENSGALG00000010628,ENSGALT00000017294,FBgn0036821
ENSGALG00000010630,ENSGALT00000017299,FBgn0031052
ENSGALG00000010637,ENSGALT00000038220,FBgn0039965
ENSGALG00000010638,ENSGALT00000017308,FBgn0010501
ENSGALG00000010638,ENSGALT00000017308,FBgn0028381
ENSGALG00000010638,ENSGALT00000017308,FBgn0019972
ENSGALG00000010638,ENSGALT00000045406,FBgn0010501
ENSGALG00000010638,ENSGALT00000045406,FBgn0028381
ENSGALG00000010638,ENSGALT00000045406,FBgn0019972
ENSGALG00000010647,ENSGALT00000017321,
ENSGALG00000010652,ENSGALT00000017326,FBgn0032715
ENSGALG00000010652,ENSGALT00000017326,FBgn0015808
ENSGALG00000010653,ENSGALT00000031879,FBgn0011566
ENSGALG00000010654,ENSGALT00000017333,FBgn0035416
ENSGALG00000010694,ENSGALT00000017393,FBgn0087039
ENSGALG00000010699,ENSGALT00000017402,FBgn0031399
ENSGALG00000010702,ENSGALT00000017407,FBgn0027493
ENSGALG00000010705,ENSGALT00000017414,
ENSGALG00000010714,ENSGALT00000017434,FBgn0031606
ENSGALG00000010748,ENSGALT00000017486,FBgn0015553
ENSGALG00000010770,ENSGALT00000017516,FBgn0010225
ENSGALG00000010783,ENSGALT00000017538,FBgn0027873
ENSGALG00000010813,ENSGALT00000017584,FBgn0039188
ENSGALG00000010857,ENSGALT00000032993,FBgn0000414
ENSGALG00000010869,ENSGALT00000038040,FBgn0032348
ENSGALG00000010885,ENSGALT00000017693,FBgn0015772
ENSGALG00000010908,ENSGALT00000037877,
ENSGALG00000010924,ENSGALT00000038017,FBgn0042696
ENSGALG00000010924,ENSGALT00000017768,FBgn0042696
ENSGALG00000010924,ENSGALT00000017773,FBgn0042696
ENSGALG00000010925,ENSGALT00000017774,FBgn0034269
ENSGALG00000010930,ENSGALT00000017779,FBgn0023083
ENSGALG00000010934,ENSGALT00000017789,FBgn0067864
ENSGALG00000010934,ENSGALT00000017789,FBgn0038606
ENSGALG00000010938,ENSGALT00000017800,
ENSGALG00000010973,ENSGALT00000017877,FBgn0003742
ENSGALG00000010976,ENSGALT00000017882,
ENSGALG00000010991,ENSGALT00000017901,FBgn0032234
ENSGALG00000010997,ENSGALT00000043630,
ENSGALG00000010997,ENSGALT00000017908,
ENSGALG00000010998,ENSGALT00000017909,
ENSGALG00000010999,ENSGALT00000037569,FBgn0034246
ENSGALG00000011000,ENSGALT00000017913,FBgn0038953
ENSGALG00000011036,ENSGALT00000017975,FBgn0001215
ENSGALG00000011036,ENSGALT00000017975,FBgn0010258
ENSGALG00000011036,ENSGALT00000017975,FBgn0004903
ENSGALG00000011036,ENSGALT00000017975,FBgn0004237
ENSGALG00000011038,ENSGALT00000017979,FBgn0031613
ENSGALG00000011038,ENSGALT00000017979,FBgn0003607
ENSGALG00000011038,ENSGALT00000017979,FBgn0037675
ENSGALG00000011038,ENSGALT00000017979,FBgn0039019
ENSGALG00000011038,ENSGALT00000017979,FBgn0030082
ENSGALG00000011069,ENSGALT00000018023,FBgn0031519
ENSGALG00000011083,ENSGALT00000018060,FBgn0016701
ENSGALG00000011084,ENSGALT00000018061,
ENSGALG00000011098,ENSGALT00000018081,FBgn0039067
ENSGALG00000011100,ENSGALT00000018085,FBgn0034390
ENSGALG00000011100,ENSGALT00000045708,FBgn0034390
ENSGALG00000011101,ENSGALT00000018087,
ENSGALG00000011103,ENSGALT00000037556,FBgn0015949
ENSGALG00000011106,ENSGALT00000018092,FBgn0031530
ENSGALG00000011116,ENSGALT00000018109,FBgn0027889
ENSGALG00000011116,ENSGALT00000018109,FBgn0027504
ENSGALG00000011128,ENSGALT00000018142,FBgn0028694
ENSGALG00000011134,ENSGALT00000045105,FBgn0052732
ENSGALG00000011134,ENSGALT00000018149,FBgn0052732
ENSGALG00000011134,ENSGALT00000018148,FBgn0052732
ENSGALG00000011152,ENSGALT00000018186,
ENSGALG00000011175,ENSGALT00000018218,
ENSGALG00000011208,ENSGALT00000018274,FBgn0002899
ENSGALG00000011209,ENSGALT00000018280,FBgn0000578
ENSGALG00000011211,ENSGALT00000018282,FBgn0034488
ENSGALG00000011229,ENSGALT00000018317,FBgn0024183
ENSGALG00000011229,ENSGALT00000018317,FBgn0046214
ENSGALG00000011229,ENSGALT00000018317,FBgn0265047
ENSGALG00000011248,ENSGALT00000018348,
ENSGALG00000011260,ENSGALT00000018374,FBgn0042693
ENSGALG00000011281,ENSGALT00000037767,
ENSGALG00000011288,ENSGALT00000018417,
ENSGALG00000011291,ENSGALT00000031164,FBgn0000568
ENSGALG00000011304,ENSGALT00000018440,FBgn0033050
ENSGALG00000011305,ENSGALT00000018443,FBgn0024285
ENSGALG00000011324,ENSGALT00000018477,
ENSGALG00000011331,ENSGALT00000018492,FBgn0000566
ENSGALG00000011340,ENSGALT00000018517,FBgn0034750
ENSGALG00000011361,ENSGALT00000018533,
ENSGALG00000011364,ENSGALT00000018537,
ENSGALG00000011377,ENSGALT00000018560,FBgn0025117
ENSGALG00000011384,ENSGALT00000018569,FBgn0261573
ENSGALG00000011419,ENSGALT00000037948,
ENSGALG00000011423,ENSGALT00000018633,
ENSGALG00000011465,ENSGALT00000018694,FBgn0011336
ENSGALG00000011492,ENSGALT00000018729,FBgn0041627
ENSGALG00000011498,ENSGALT00000018736,FBgn0040391
ENSGALG00000011498,ENSGALT00000018736,FBgn0035674
ENSGALG00000011502,ENSGALT00000018742,
ENSGALG00000011515,ENSGALT00000018775,FBgn0001179
ENSGALG00000011521,ENSGALT00000018784,
ENSGALG00000011532,ENSGALT00000018803,FBgn0003312
ENSGALG00000011543,ENSGALT00000018826,FBgn0033379
ENSGALG00000011558,ENSGALT00000018841,FBgn0000119
ENSGALG00000011568,ENSGALT00000018869,FBgn0259139
ENSGALG00000011569,ENSGALT00000018870,FBgn0039623
ENSGALG00000011569,ENSGALT00000043555,FBgn0039623
ENSGALG00000011580,ENSGALT00000018903,FBgn0052451
ENSGALG00000011603,ENSGALT00000018940,FBgn0030686
ENSGALG00000011618,ENSGALT00000018983,FBgn0027493
ENSGALG00000011637,ENSGALT00000019010,FBgn0003676
ENSGALG00000011659,ENSGALT00000019060,FBgn0035203
ENSGALG00000011660,ENSGALT00000019061,FBgn0000662
ENSGALG00000011663,ENSGALT00000019065,
ENSGALG00000011678,ENSGALT00000019087,FBgn0015477
ENSGALG00000011704,ENSGALT00000019131,FBgn0032394
ENSGALG00000011708,ENSGALT00000019136,FBgn0265045
ENSGALG00000011708,ENSGALT00000019136,FBgn0259678
ENSGALG00000011708,ENSGALT00000037978,FBgn0265045
ENSGALG00000011708,ENSGALT00000037978,FBgn0259678
ENSGALG00000011713,ENSGALT00000037615,
ENSGALG00000011720,ENSGALT00000019150,
ENSGALG00000011725,ENSGALT00000019158,FBgn0002878
ENSGALG00000011795,ENSGALT00000019246,FBgn0027616
ENSGALG00000011831,ENSGALT00000019307,FBgn0039590
ENSGALG00000011833,ENSGALT00000019309,FBgn0032450
ENSGALG00000011857,ENSGALT00000019344,
ENSGALG00000011866,ENSGALT00000019359,FBgn0031764
ENSGALG00000011908,ENSGALT00000019431,FBgn0036318
ENSGALG00000011917,ENSGALT00000019443,FBgn0086361
ENSGALG00000011917,ENSGALT00000019443,FBgn0039421
ENSGALG00000011926,ENSGALT00000019456,FBgn0267488
ENSGALG00000011951,ENSGALT00000019495,FBgn0003517
ENSGALG00000011966,ENSGALT00000019518,FBgn0003346
ENSGALG00000011974,ENSGALT00000019533,FBgn0005593
ENSGALG00000012007,ENSGALT00000019595,FBgn0029676
ENSGALG00000012007,ENSGALT00000019595,FBgn0260484
ENSGALG00000012010,ENSGALT00000019599,FBgn0020251
ENSGALG00000012059,ENSGALT00000019698,FBgn0035181
ENSGALG00000012102,ENSGALT00000019766,
ENSGALG00000012102,ENSGALT00000044350,
ENSGALG00000012124,ENSGALT00000019806,FBgn0025574
ENSGALG00000012147,ENSGALT00000019841,FBgn0266581
ENSGALG00000012150,ENSGALT00000019844,
ENSGALG00000012158,ENSGALT00000019858,
ENSGALG00000012166,ENSGALT00000019870,FBgn0034032
ENSGALG00000012170,ENSGALT00000040172,FBgn0039269
ENSGALG00000012173,ENSGALT00000037300,
ENSGALG00000012185,ENSGALT00000019895,FBgn0036545
ENSGALG00000012201,ENSGALT00000019923,FBgn0033687
ENSGALG00000012208,ENSGALT00000019934,FBgn0028894
ENSGALG00000012211,ENSGALT00000037662,FBgn0265991
ENSGALG00000012224,ENSGALT00000019962,FBgn0264815
