Ensembl Gene ID,Ensembl Transcript ID,Fruitfly Ensembl Gene ID
ENSDARG00000051914,ENSDART00000073626,
ENSDARG00000039579,ENSDART00000057825,
ENSDARG00000077339,ENSDART00000142016,FBgn0026566
ENSDARG00000077339,ENSDART00000142016,FBgn0038107
ENSDARG00000091768,ENSDART00000130051,
ENSDARG00000090821,ENSDART00000129854,FBgn0035590
ENSDARG00000019236,ENSDART00000047050,
ENSDARG00000103748,ENSDART00000167376,FBgn0038806
ENSDARG00000100766,ENSDART00000172530,FBgn0023528
ENSDARG00000031316,ENSDART00000125039,FBgn0025360
ENSDARG00000018976,ENSDART00000123350,FBgn0002524
ENSDARG00000055518,ENSDART00000077871,FBgn0004507
ENSDARG00000057303,ENSDART00000079928,FBgn0030930
ENSDARG00000007526,ENSDART00000108787,FBgn0039909
ENSDARG00000007526,ENSDART00000108787,FBgn0039331
ENSDARG00000052617,ENSDART00000040083,
ENSDARG00000014976,ENSDART00000006099,FBgn0020249
ENSDARG00000056226,ENSDART00000138688,
ENSDARG00000031150,ENSDART00000158628,
ENSDARG00000016016,ENSDART00000013059,FBgn0036372
ENSDARG00000025032,ENSDART00000054264,
ENSDARG00000077643,ENSDART00000135461,
ENSDARG00000054378,ENSDART00000015267,FBgn0262737
ENSDARG00000028485,ENSDART00000043801,FBgn0040351
ENSDARG00000042548,ENSDART00000062402,FBgn0034345
ENSDARG00000052515,ENSDART00000152964,
ENSDARG00000088202,ENSDART00000126950,FBgn0010877
ENSDARG00000101423,ENSDART00000164323,
ENSDARG00000103980,ENSDART00000161007,
ENSDARG00000029856,ENSDART00000058484,FBgn0035499
ENSDARG00000035676,ENSDART00000051745,FBgn0024734
ENSDARG00000037891,ENSDART00000055227,FBgn0039509
ENSDARG00000028507,ENSDART00000029308,FBgn0004657
ENSDARG00000005927,ENSDART00000077057,FBgn0031233
ENSDARG00000045565,ENSDART00000067001,FBgn0029672
ENSDARG00000035146,ENSDART00000050902,FBgn0032634
ENSDARG00000088383,ENSDART00000138087,FBgn0019624
ENSDARG00000030177,ENSDART00000104322,FBgn0010288
ENSDARG00000055064,ENSDART00000129035,FBgn0038570
ENSDARG00000040555,ENSDART00000059347,FBgn0037709
ENSDARG00000070083,ENSDART00000060310,FBgn0010217
ENSDARG00000038397,ENSDART00000056034,FBgn0085212
ENSDARG00000071040,ENSDART00000104784,
ENSDARG00000011146,ENSDART00000005191,FBgn0039576
ENSDARG00000011146,ENSDART00000005191,FBgn0030733
ENSDARG00000013931,ENSDART00000010256,FBgn0033902
ENSDARG00000058202,ENSDART00000081025,FBgn0037019
ENSDARG00000077587,ENSDART00000108895,
ENSDARG00000056462,ENSDART00000056381,
ENSDARG00000037782,ENSDART00000055055,FBgn0024288
ENSDARG00000087528,ENSDART00000125945,FBgn0039943
ENSDARG00000099291,ENSDART00000158126,
ENSDARG00000045850,ENSDART00000067380,
ENSDARG00000020354,ENSDART00000019059,FBgn0052105
ENSDARG00000101849,ENSDART00000168768,FBgn0038984
ENSDARG00000056873,ENSDART00000079449,
ENSDARG00000056938,ENSDART00000079521,
ENSDARG00000057661,ENSDART00000080377,FBgn0039425
ENSDARG00000057661,ENSDART00000080377,FBgn0000064
ENSDARG00000056475,ENSDART00000078975,FBgn0031607
ENSDARG00000056338,ENSDART00000078824,
ENSDARG00000005453,ENSDART00000060861,
ENSDARG00000019355,ENSDART00000012476,FBgn0039965
ENSDARG00000045515,ENSDART00000166385,FBgn0024887
ENSDARG00000056203,ENSDART00000078647,FBgn0030510
ENSDARG00000056203,ENSDART00000078647,FBgn0032436
ENSDARG00000056203,ENSDART00000078647,FBgn0030511
ENSDARG00000101407,ENSDART00000160110,FBgn0031975
ENSDARG00000089159,ENSDART00000133929,
ENSDARG00000024465,ENSDART00000028941,FBgn0051450
ENSDARG00000016630,ENSDART00000017941,FBgn0013756
ENSDARG00000069302,ENSDART00000060982,FBgn0040475
ENSDARG00000071395,ENSDART00000105518,FBgn0264607
ENSDARG00000068157,ENSDART00000126018,FBgn0040372
ENSDARG00000037588,ENSDART00000054736,FBgn0032651
ENSDARG00000057736,ENSDART00000126041,FBgn0000152
ENSDARG00000043963,ENSDART00000123860,FBgn0011743
ENSDARG00000008808,ENSDART00000017268,FBgn0259099
ENSDARG00000036489,ENSDART00000099046,FBgn0058196
ENSDARG00000045003,ENSDART00000066164,
ENSDARG00000104651,ENSDART00000158576,
ENSDARG00000025091,ENSDART00000078893,
ENSDARG00000056121,ENSDART00000151950,FBgn0032699
ENSDARG00000056121,ENSDART00000151950,FBgn0039430
ENSDARG00000043873,ENSDART00000064412,FBgn0085451
ENSDARG00000007795,ENSDART00000065435,
ENSDARG00000030514,ENSDART00000039917,FBgn0036821
ENSDARG00000042469,ENSDART00000142491,FBgn0031436
ENSDARG00000020311,ENSDART00000022684,FBgn0000339
ENSDARG00000004261,ENSDART00000020582,FBgn0053105
ENSDARG00000004261,ENSDART00000020582,FBgn0069242
ENSDARG00000057452,ENSDART00000080129,FBgn0016975
ENSDARG00000033760,ENSDART00000046268,
ENSDARG00000034685,ENSDART00000043522,FBgn0031065
ENSDARG00000015422,ENSDART00000154359,FBgn0035141
ENSDARG00000059125,ENSDART00000082143,FBgn0000273
ENSDARG00000040111,ENSDART00000058666,FBgn0004373
ENSDARG00000026376,ENSDART00000045253,FBgn0024958
ENSDARG00000026376,ENSDART00000045253,FBgn0024957
ENSDARG00000055075,ENSDART00000066331,FBgn0266696
ENSDARG00000055653,ENSDART00000123019,FBgn0037011
ENSDARG00000028173,ENSDART00000041319,FBgn0036043
ENSDARG00000053868,ENSDART00000045403,FBgn0003118
ENSDARG00000006609,ENSDART00000010048,FBgn0010269
ENSDARG00000042344,ENSDART00000062092,FBgn0031832
ENSDARG00000038075,ENSDART00000055504,FBgn0039651
ENSDARG00000038075,ENSDART00000055504,FBgn0035600
ENSDARG00000004204,ENSDART00000167445,FBgn0030691
ENSDARG00000004204,ENSDART00000167445,FBgn0034487
ENSDARG00000089225,ENSDART00000126118,
ENSDARG00000044748,ENSDART00000048475,
ENSDARG00000099448,ENSDART00000162411,FBgn0027598
ENSDARG00000103295,ENSDART00000170901,
ENSDARG00000071090,ENSDART00000138911,FBgn0000667
ENSDARG00000056328,ENSDART00000061203,FBgn0039140
ENSDARG00000055163,ENSDART00000111066,
ENSDARG00000058543,ENSDART00000045126,
ENSDARG00000039576,ENSDART00000121456,
ENSDARG00000014181,ENSDART00000064938,FBgn0262477
ENSDARG00000057671,ENSDART00000080382,FBgn0266411
ENSDARG00000027689,ENSDART00000055859,FBgn0263600
ENSDARG00000055192,ENSDART00000082250,
ENSDARG00000052115,ENSDART00000073907,
ENSDARG00000054264,ENSDART00000076425,FBgn0032258
ENSDARG00000011247,ENSDART00000017427,FBgn0265184
ENSDARG00000058502,ENSDART00000143271,
ENSDARG00000045437,ENSDART00000149025,FBgn0036695
ENSDARG00000034989,ENSDART00000141434,
ENSDARG00000002401,ENSDART00000135569,FBgn0035147
ENSDARG00000070830,ENSDART00000104315,FBgn0031265
ENSDARG00000013351,ENSDART00000126287,FBgn0003742
ENSDARG00000007737,ENSDART00000104112,
ENSDARG00000035605,ENSDART00000051614,
ENSDARG00000061208,ENSDART00000087047,FBgn0030391
ENSDARG00000061173,ENSDART00000086952,FBgn0038727
ENSDARG00000061173,ENSDART00000086952,FBgn0036891
ENSDARG00000061173,ENSDART00000086952,FBgn0035501
ENSDARG00000061173,ENSDART00000086952,FBgn0052260
ENSDARG00000061173,ENSDART00000086952,FBgn0033365
ENSDARG00000061173,ENSDART00000086952,FBgn0042098
ENSDARG00000061173,ENSDART00000086952,FBgn0003319
ENSDARG00000061173,ENSDART00000086952,FBgn0051728
ENSDARG00000061173,ENSDART00000086952,FBgn0033359
ENSDARG00000061173,ENSDART00000086952,FBgn0036436
ENSDARG00000061173,ENSDART00000086952,FBgn0034666
ENSDARG00000061173,ENSDART00000086952,FBgn0031619
ENSDARG00000061173,ENSDART00000086952,FBgn0034661
ENSDARG00000061173,ENSDART00000086952,FBgn0033363
ENSDARG00000061173,ENSDART00000086952,FBgn0265011
ENSDARG00000061173,ENSDART00000086952,FBgn0036427
ENSDARG00000061173,ENSDART00000086952,FBgn0033362
ENSDARG00000043492,ENSDART00000075646,
ENSDARG00000099329,ENSDART00000162548,
ENSDARG00000056468,ENSDART00000137944,
ENSDARG00000063665,ENSDART00000093228,FBgn0005278
ENSDARG00000069507,ENSDART00000171535,
ENSDARG00000019213,ENSDART00000059796,FBgn0020496
ENSDARG00000063538,ENSDART00000022620,FBgn0024277
ENSDARG00000014248,ENSDART00000005568,
ENSDARG00000006501,ENSDART00000145645,
ENSDARG00000052522,ENSDART00000105362,
ENSDARG00000070545,ENSDART00000065949,FBgn0004924
ENSDARG00000061742,ENSDART00000127825,FBgn0039215
ENSDARG00000013245,ENSDART00000007211,
ENSDARG00000058159,ENSDART00000156946,FBgn0026252
ENSDARG00000038826,ENSDART00000099078,FBgn0032129
ENSDARG00000011615,ENSDART00000099785,
ENSDARG00000062372,ENSDART00000090107,FBgn0037037
ENSDARG00000062372,ENSDART00000090107,FBgn0030344
ENSDARG00000103095,ENSDART00000163280,FBgn0086657
ENSDARG00000012684,ENSDART00000077664,FBgn0259214
ENSDARG00000102493,ENSDART00000170751,
ENSDARG00000030153,ENSDART00000121714,FBgn0033392
ENSDARG00000068657,ENSDART00000099392,
ENSDARG00000008573,ENSDART00000013453,FBgn0038268
ENSDARG00000070504,ENSDART00000140495,FBgn0005614
ENSDARG00000070504,ENSDART00000140495,FBgn0003861
ENSDARG00000070504,ENSDART00000140495,FBgn0032593
ENSDARG00000043518,ENSDART00000063892,
ENSDARG00000094646,ENSDART00000145069,FBgn0027101
ENSDARG00000045835,ENSDART00000042080,
ENSDARG00000053876,ENSDART00000075998,FBgn0031119
ENSDARG00000044092,ENSDART00000064738,
ENSDARG00000041951,ENSDART00000099701,
ENSDARG00000015290,ENSDART00000089540,FBgn0035195
ENSDARG00000062954,ENSDART00000127803,FBgn0265998
ENSDARG00000062370,ENSDART00000090156,
ENSDARG00000044261,ENSDART00000028855,
ENSDARG00000104314,ENSDART00000167963,
ENSDARG00000055809,ENSDART00000061165,
ENSDARG00000043307,ENSDART00000063578,FBgn0032014
ENSDARG00000069780,ENSDART00000143804,
ENSDARG00000055250,ENSDART00000077577,
ENSDARG00000058366,ENSDART00000102260,FBgn0030251
ENSDARG00000058366,ENSDART00000102260,FBgn0038381
ENSDARG00000035677,ENSDART00000103253,FBgn0024234
ENSDARG00000062237,ENSDART00000089747,FBgn0032393
ENSDARG00000035985,ENSDART00000103692,FBgn0031188
ENSDARG00000061841,ENSDART00000159306,
ENSDARG00000061713,ENSDART00000088340,FBgn0034345
ENSDARG00000016613,ENSDART00000021782,FBgn0036691
ENSDARG00000042620,ENSDART00000062518,
ENSDARG00000060767,ENSDART00000171680,FBgn0019890
ENSDARG00000062909,ENSDART00000091470,FBgn0004598
ENSDARG00000004386,ENSDART00000004604,
ENSDARG00000062017,ENSDART00000089141,FBgn0051721
ENSDARG00000006011,ENSDART00000007030,FBgn0031119
ENSDARG00000005476,ENSDART00000005847,FBgn0263873
ENSDARG00000008235,ENSDART00000021953,FBgn0024689
ENSDARG00000042094,ENSDART00000143641,
ENSDARG00000056532,ENSDART00000027697,FBgn0028399
ENSDARG00000018726,ENSDART00000013363,FBgn0034715
ENSDARG00000018726,ENSDART00000013363,FBgn0036732
ENSDARG00000018726,ENSDART00000013363,FBgn0050277
ENSDARG00000018726,ENSDART00000013363,FBgn0032433
ENSDARG00000018726,ENSDART00000013363,FBgn0034716
ENSDARG00000052388,ENSDART00000086211,
ENSDARG00000078326,ENSDART00000109314,FBgn0030685
ENSDARG00000055043,ENSDART00000077341,
ENSDARG00000053293,ENSDART00000098284,
ENSDARG00000052471,ENSDART00000074330,
ENSDARG00000051861,ENSDART00000123211,FBgn0260799
ENSDARG00000030440,ENSDART00000043345,
ENSDARG00000012005,ENSDART00000126916,FBgn0259481
ENSDARG00000070097,ENSDART00000084598,
ENSDARG00000000804,ENSDART00000000887,FBgn0039055
ENSDARG00000003675,ENSDART00000155215,FBgn0030737
ENSDARG00000003675,ENSDART00000155215,FBgn0033949
ENSDARG00000061235,ENSDART00000087114,FBgn0261020
ENSDARG00000059719,ENSDART00000097466,
ENSDARG00000038296,ENSDART00000055854,FBgn0039681
ENSDARG00000061505,ENSDART00000087782,FBgn0037529
ENSDARG00000058032,ENSDART00000080832,FBgn0039958
ENSDARG00000042988,ENSDART00000111805,FBgn0028704
ENSDARG00000069461,ENSDART00000101124,FBgn0262116
ENSDARG00000055938,ENSDART00000078352,FBgn0031760
ENSDARG00000059774,ENSDART00000083449,
ENSDARG00000059028,ENSDART00000135464,FBgn0038582
ENSDARG00000054833,ENSDART00000077089,FBgn0052190
ENSDARG00000013881,ENSDART00000033018,FBgn0037339
ENSDARG00000062390,ENSDART00000090221,
ENSDARG00000034056,ENSDART00000100328,
ENSDARG00000055647,ENSDART00000016758,
ENSDARG00000020301,ENSDART00000133305,
ENSDARG00000037925,ENSDART00000123630,
ENSDARG00000076839,ENSDART00000102274,
ENSDARG00000070452,ENSDART00000103403,
ENSDARG00000103915,ENSDART00000169295,FBgn0261274
ENSDARG00000011537,ENSDART00000014649,FBgn0040252
ENSDARG00000011537,ENSDART00000014649,FBgn0040257
ENSDARG00000011537,ENSDART00000014649,FBgn0040259
ENSDARG00000011537,ENSDART00000014649,FBgn0051002
ENSDARG00000011537,ENSDART00000014649,FBgn0026314
ENSDARG00000011537,ENSDART00000014649,FBgn0050438
ENSDARG00000011537,ENSDART00000014649,FBgn0039085
ENSDARG00000011537,ENSDART00000014649,FBgn0040251
ENSDARG00000011537,ENSDART00000014649,FBgn0040253
ENSDARG00000011537,ENSDART00000014649,FBgn0036842
ENSDARG00000011537,ENSDART00000014649,FBgn0038886
ENSDARG00000011537,ENSDART00000014649,FBgn0039086
ENSDARG00000011537,ENSDART00000014649,FBgn0032684
ENSDARG00000011537,ENSDART00000014649,FBgn0026315
ENSDARG00000011537,ENSDART00000014649,FBgn0027073
ENSDARG00000011537,ENSDART00000014649,FBgn0040250
ENSDARG00000011537,ENSDART00000014649,FBgn0040256
ENSDARG00000011537,ENSDART00000014649,FBgn0034605
ENSDARG00000011537,ENSDART00000014649,FBgn0039087
ENSDARG00000011537,ENSDART00000014649,FBgn0040255
ENSDARG00000099149,ENSDART00000158460,FBgn0031005
ENSDARG00000054337,ENSDART00000159031,FBgn0030089
ENSDARG00000059606,ENSDART00000083015,
ENSDARG00000044574,ENSDART00000138388,FBgn0052423
ENSDARG00000062977,ENSDART00000091638,FBgn0024993
ENSDARG00000061057,ENSDART00000086659,FBgn0266918
ENSDARG00000104090,ENSDART00000161456,FBgn0001291
ENSDARG00000063187,ENSDART00000092105,
ENSDARG00000051912,ENSDART00000073621,
ENSDARG00000038538,ENSDART00000074043,
ENSDARG00000034605,ENSDART00000101200,
ENSDARG00000060072,ENSDART00000084284,FBgn0020510
ENSDARG00000059646,ENSDART00000083108,FBgn0033426
ENSDARG00000063230,ENSDART00000092214,FBgn0024234
ENSDARG00000062181,ENSDART00000089616,FBgn0035035
ENSDARG00000052215,ENSDART00000101563,
ENSDARG00000038905,ENSDART00000056795,FBgn0002431
ENSDARG00000069752,ENSDART00000171345,FBgn0035957
ENSDARG00000069752,ENSDART00000171345,FBgn0000116
ENSDARG00000069752,ENSDART00000171345,FBgn0038373
ENSDARG00000069752,ENSDART00000171345,FBgn0050274
ENSDARG00000061216,ENSDART00000087067,FBgn0028499
ENSDARG00000012625,ENSDART00000148618,FBgn0264357
ENSDARG00000069476,ENSDART00000101152,
ENSDARG00000041569,ENSDART00000100190,
ENSDARG00000054458,ENSDART00000160704,FBgn0040011
ENSDARG00000045980,ENSDART00000067594,
ENSDARG00000010571,ENSDART00000024722,FBgn0000629
ENSDARG00000058666,ENSDART00000140969,
ENSDARG00000062374,ENSDART00000144856,
ENSDARG00000016623,ENSDART00000010580,
ENSDARG00000101465,ENSDART00000173238,FBgn0015270
ENSDARG00000098735,ENSDART00000167442,
ENSDARG00000067665,ENSDART00000097455,
ENSDARG00000010149,ENSDART00000024199,FBgn0011211
ENSDARG00000033184,ENSDART00000048676,FBgn0022382
ENSDARG00000061413,ENSDART00000087553,FBgn0031990
ENSDARG00000063003,ENSDART00000091683,
ENSDARG00000060120,ENSDART00000149092,FBgn0031428
ENSDARG00000100020,ENSDART00000160766,
ENSDARG00000044975,ENSDART00000030103,
ENSDARG00000063684,ENSDART00000093277,FBgn0031194
ENSDARG00000043442,ENSDART00000063775,
ENSDARG00000035458,ENSDART00000105896,FBgn0263006
ENSDARG00000019556,ENSDART00000103660,FBgn0033755
ENSDARG00000005448,ENSDART00000053814,FBgn0039836
ENSDARG00000060320,ENSDART00000084867,FBgn0250755
ENSDARG00000004843,ENSDART00000129022,FBgn0262477
ENSDARG00000014008,ENSDART00000023684,FBgn0086707
ENSDARG00000052423,ENSDART00000074256,
ENSDARG00000041294,ENSDART00000090370,
ENSDARG00000013794,ENSDART00000145487,FBgn0043364
ENSDARG00000062788,ENSDART00000091158,
ENSDARG00000071562,ENSDART00000105889,
ENSDARG00000036888,ENSDART00000140663,
ENSDARG00000068926,ENSDART00000099856,
ENSDARG00000100420,ENSDART00000172394,
ENSDARG00000099923,ENSDART00000167810,FBgn0036446
ENSDARG00000068575,ENSDART00000135215,
ENSDARG00000068912,ENSDART00000099832,
ENSDARG00000103117,ENSDART00000168011,
ENSDARG00000055889,ENSDART00000078297,FBgn0035235
ENSDARG00000040650,ENSDART00000059506,FBgn0027057
ENSDARG00000090418,ENSDART00000121431,FBgn0021874
ENSDARG00000031302,ENSDART00000041036,FBgn0033349
ENSDARG00000071872,ENSDART00000106658,FBgn0034202
ENSDARG00000071872,ENSDART00000106658,FBgn0033474
ENSDARG00000060987,ENSDART00000086495,FBgn0039589
ENSDARG00000061737,ENSDART00000136859,FBgn0031081
ENSDARG00000062864,ENSDART00000091351,FBgn0035392
ENSDARG00000069298,ENSDART00000100727,FBgn0033463
ENSDARG00000039943,ENSDART00000058424,FBgn0050497
ENSDARG00000032571,ENSDART00000043626,
ENSDARG00000068681,ENSDART00000099426,
ENSDARG00000068856,ENSDART00000099733,
ENSDARG00000011824,ENSDART00000088901,
ENSDARG00000055086,ENSDART00000077399,FBgn0037360
ENSDARG00000067630,ENSDART00000097381,
ENSDARG00000051975,ENSDART00000136383,
ENSDARG00000099969,ENSDART00000162482,
ENSDARG00000060954,ENSDART00000086437,FBgn0037443
ENSDARG00000060397,ENSDART00000085051,
ENSDARG00000052690,ENSDART00000074592,FBgn0042101
ENSDARG00000052690,ENSDART00000074592,FBgn0042105
ENSDARG00000052690,ENSDART00000074592,FBgn0037465
ENSDARG00000052690,ENSDART00000074592,FBgn0037517
ENSDARG00000052690,ENSDART00000074592,FBgn0037519
ENSDARG00000052690,ENSDART00000074592,FBgn0037518
ENSDARG00000052690,ENSDART00000074592,FBgn0042104
ENSDARG00000052690,ENSDART00000074592,FBgn0042102
ENSDARG00000052690,ENSDART00000074592,FBgn0037853
ENSDARG00000052690,ENSDART00000074592,FBgn0037856
ENSDARG00000052690,ENSDART00000074592,FBgn0037521
ENSDARG00000052690,ENSDART00000074592,FBgn0042103
ENSDARG00000060748,ENSDART00000085945,FBgn0032646
ENSDARG00000099411,ENSDART00000169698,
ENSDARG00000054570,ENSDART00000076796,FBgn0263968
ENSDARG00000060113,ENSDART00000136059,FBgn0267336
ENSDARG00000102891,ENSDART00000163869,
ENSDARG00000029291,ENSDART00000048866,FBgn0031267
ENSDARG00000071699,ENSDART00000106205,FBgn0035445
ENSDARG00000055791,ENSDART00000078181,FBgn0037533
ENSDARG00000070702,ENSDART00000104083,
ENSDARG00000061761,ENSDART00000088488,FBgn0264741
ENSDARG00000061761,ENSDART00000088488,FBgn0039126
ENSDARG00000061761,ENSDART00000088488,FBgn0264740
ENSDARG00000078458,ENSDART00000113702,FBgn0051635
ENSDARG00000079000,ENSDART00000109973,
ENSDARG00000003592,ENSDART00000011337,FBgn0029117
ENSDARG00000061187,ENSDART00000086985,FBgn0031613
ENSDARG00000061187,ENSDART00000086985,FBgn0003607
ENSDARG00000061187,ENSDART00000086985,FBgn0037675
ENSDARG00000061187,ENSDART00000086985,FBgn0039019
ENSDARG00000061187,ENSDART00000086985,FBgn0030082
ENSDARG00000001721,ENSDART00000098303,
ENSDARG00000010035,ENSDART00000002568,FBgn0030839
ENSDARG00000030006,ENSDART00000139486,FBgn0034911
ENSDARG00000069733,ENSDART00000086281,
ENSDARG00000062970,ENSDART00000102197,
ENSDARG00000062226,ENSDART00000089725,FBgn0039710
ENSDARG00000042807,ENSDART00000148872,FBgn0033657
ENSDARG00000042807,ENSDART00000148872,FBgn0033028
ENSDARG00000015905,ENSDART00000137705,FBgn0040344
ENSDARG00000052747,ENSDART00000159302,
ENSDARG00000017255,ENSDART00000098308,FBgn0264389
ENSDARG00000017255,ENSDART00000098308,FBgn0051787
ENSDARG00000063563,ENSDART00000092984,FBgn0004396
ENSDARG00000044142,ENSDART00000044328,
ENSDARG00000062817,ENSDART00000111422,FBgn0030799
ENSDARG00000063570,ENSDART00000100073,FBgn0259168
ENSDARG00000071233,ENSDART00000105179,
ENSDARG00000091916,ENSDART00000080323,FBgn0040252
ENSDARG00000091916,ENSDART00000080323,FBgn0040257
ENSDARG00000091916,ENSDART00000080323,FBgn0040259
ENSDARG00000091916,ENSDART00000080323,FBgn0051002
ENSDARG00000091916,ENSDART00000080323,FBgn0026314
ENSDARG00000091916,ENSDART00000080323,FBgn0050438
ENSDARG00000091916,ENSDART00000080323,FBgn0039085
ENSDARG00000091916,ENSDART00000080323,FBgn0040251
ENSDARG00000091916,ENSDART00000080323,FBgn0040253
ENSDARG00000091916,ENSDART00000080323,FBgn0036842
ENSDARG00000091916,ENSDART00000080323,FBgn0038886
ENSDARG00000091916,ENSDART00000080323,FBgn0039086
ENSDARG00000091916,ENSDART00000080323,FBgn0032684
ENSDARG00000091916,ENSDART00000080323,FBgn0026315
ENSDARG00000091916,ENSDART00000080323,FBgn0027073
ENSDARG00000091916,ENSDART00000080323,FBgn0040250
ENSDARG00000091916,ENSDART00000080323,FBgn0040256
ENSDARG00000091916,ENSDART00000080323,FBgn0034605
ENSDARG00000091916,ENSDART00000080323,FBgn0039087
ENSDARG00000091916,ENSDART00000080323,FBgn0040255
ENSDARG00000061728,ENSDART00000088401,FBgn0035356
ENSDARG00000061728,ENSDART00000088401,FBgn0035355
ENSDARG00000061854,ENSDART00000088690,FBgn0039160
ENSDARG00000013078,ENSDART00000025940,FBgn0004907
ENSDARG00000099675,ENSDART00000162523,FBgn0053182
ENSDARG00000099675,ENSDART00000162523,FBgn0033233
ENSDARG00000069244,ENSDART00000100611,
ENSDARG00000019651,ENSDART00000157512,
ENSDARG00000101787,ENSDART00000160086,FBgn0035538
ENSDARG00000101126,ENSDART00000169599,FBgn0036574
ENSDARG00000041433,ENSDART00000060744,
ENSDARG00000012942,ENSDART00000080005,FBgn0004657
ENSDARG00000100349,ENSDART00000168108,FBgn0000273
ENSDARG00000098348,ENSDART00000167259,
ENSDARG00000069135,ENSDART00000100396,
ENSDARG00000063718,ENSDART00000093383,FBgn0032321
ENSDARG00000055514,ENSDART00000145496,
ENSDARG00000040623,ENSDART00000059480,FBgn0001297
ENSDARG00000023237,ENSDART00000154181,
ENSDARG00000069262,ENSDART00000100651,
ENSDARG00000058462,ENSDART00000104074,
ENSDARG00000061480,ENSDART00000087699,
ENSDARG00000077728,ENSDART00000111774,FBgn0037232
ENSDARG00000104039,ENSDART00000160023,
ENSDARG00000069855,ENSDART00000161395,FBgn0051211
ENSDARG00000060991,ENSDART00000089325,
ENSDARG00000079175,ENSDART00000108590,
ENSDARG00000041359,ENSDART00000109151,
ENSDARG00000057317,ENSDART00000148802,
ENSDARG00000068711,ENSDART00000099479,
ENSDARG00000098171,ENSDART00000165572,
ENSDARG00000060922,ENSDART00000086335,FBgn0023506
ENSDARG00000074715,ENSDART00000067764,
ENSDARG00000045262,ENSDART00000047110,FBgn0010225
ENSDARG00000056679,ENSDART00000101085,
ENSDARG00000069681,ENSDART00000101582,
ENSDARG00000074967,ENSDART00000109482,FBgn0031356
ENSDARG00000024602,ENSDART00000032827,FBgn0031061
ENSDARG00000103720,ENSDART00000159438,FBgn0011837
ENSDARG00000062897,ENSDART00000091397,FBgn0027508
ENSDARG00000060594,ENSDART00000076009,FBgn0028479
ENSDARG00000062467,ENSDART00000142081,
ENSDARG00000063438,ENSDART00000092690,FBgn0261283
ENSDARG00000063419,ENSDART00000092679,FBgn0031631
ENSDARG00000079397,ENSDART00000110411,
ENSDARG00000070416,ENSDART00000162768,
ENSDARG00000070894,ENSDART00000104441,
ENSDARG00000092846,ENSDART00000171659,
ENSDARG00000076805,ENSDART00000113345,FBgn0032305
ENSDARG00000075570,ENSDART00000158367,FBgn0001247
ENSDARG00000103699,ENSDART00000163874,
ENSDARG00000071203,ENSDART00000105117,
ENSDARG00000004877,ENSDART00000157427,FBgn0026181
ENSDARG00000063295,ENSDART00000105232,FBgn0265434
ENSDARG00000074002,ENSDART00000103757,
ENSDARG00000036482,ENSDART00000053003,
ENSDARG00000023220,ENSDART00000143486,FBgn0031670
ENSDARG00000007172,ENSDART00000044000,FBgn0025741
ENSDARG00000023583,ENSDART00000046934,FBgn0050493
ENSDARG00000044556,ENSDART00000065420,FBgn0020647
ENSDARG00000060554,ENSDART00000085442,
ENSDARG00000062510,ENSDART00000123745,FBgn0029939
ENSDARG00000061684,ENSDART00000088238,FBgn0052250
ENSDARG00000058229,ENSDART00000081058,
ENSDARG00000104315,ENSDART00000169758,FBgn0051988
ENSDARG00000104315,ENSDART00000169758,FBgn0050178
ENSDARG00000104315,ENSDART00000169758,FBgn0085354
ENSDARG00000104315,ENSDART00000169758,FBgn0051624
ENSDARG00000060093,ENSDART00000124059,
ENSDARG00000062590,ENSDART00000090679,FBgn0013733
ENSDARG00000105009,ENSDART00000171843,FBgn0030467
ENSDARG00000002663,ENSDART00000014036,
ENSDARG00000076474,ENSDART00000112722,
ENSDARG00000069295,ENSDART00000138081,
ENSDARG00000103755,ENSDART00000166858,
ENSDARG00000037484,ENSDART00000054575,FBgn0038533
ENSDARG00000061916,ENSDART00000145655,
ENSDARG00000039099,ENSDART00000112599,
ENSDARG00000038141,ENSDART00000055609,
ENSDARG00000007745,ENSDART00000006868,FBgn0021906
ENSDARG00000070399,ENSDART00000103257,FBgn0035401
ENSDARG00000026925,ENSDART00000019431,FBgn0011676
ENSDARG00000074507,ENSDART00000112680,
ENSDARG00000039682,ENSDART00000023677,FBgn0030976
ENSDARG00000060383,ENSDART00000085021,
ENSDARG00000057706,ENSDART00000137631,
ENSDARG00000063169,ENSDART00000114876,FBgn0005596
ENSDARG00000057128,ENSDART00000079734,FBgn0028479
ENSDARG00000070844,ENSDART00000104360,
ENSDARG00000013804,ENSDART00000016112,
ENSDARG00000092090,ENSDART00000134029,
ENSDARG00000062967,ENSDART00000146472,FBgn0262593
ENSDARG00000079020,ENSDART00000123399,FBgn0037466
ENSDARG00000075718,ENSDART00000105931,
ENSDARG00000070426,ENSDART00000103330,FBgn0039109
ENSDARG00000058818,ENSDART00000081763,
ENSDARG00000060596,ENSDART00000085531,FBgn0023169
ENSDARG00000022845,ENSDART00000036448,FBgn0029158
ENSDARG00000079255,ENSDART00000149275,
ENSDARG00000059919,ENSDART00000144939,FBgn0032700
ENSDARG00000062674,ENSDART00000090867,FBgn0035107
ENSDARG00000059246,ENSDART00000101414,FBgn0263396
ENSDARG00000056084,ENSDART00000104188,
ENSDARG00000012656,ENSDART00000007700,FBgn0033010
