Ensembl Gene ID,Ensembl Transcript ID,Fruitfly Ensembl Gene ID
ENSDARG00000014599,ENSDART00000062952,FBgn0031998
ENSDARG00000014599,ENSDART00000062952,FBgn0051668
ENSDARG00000014599,ENSDART00000062952,FBgn0053124
ENSDARG00000014599,ENSDART00000062952,FBgn0017448
ENSDARG00000014599,ENSDART00000062952,FBgn0051262
ENSDARG00000014599,ENSDART00000062952,FBgn0250757
ENSDARG00000014599,ENSDART00000062952,FBgn0052669
ENSDARG00000014599,ENSDART00000062952,FBgn0039872
ENSDARG00000014599,ENSDART00000062952,FBgn0037895
ENSDARG00000014599,ENSDART00000062952,FBgn0034494
ENSDARG00000014599,ENSDART00000062952,FBgn0039873
ENSDARG00000014599,ENSDART00000062952,FBgn0029950
ENSDARG00000014599,ENSDART00000062952,FBgn0038652
ENSDARG00000014599,ENSDART00000062952,FBgn0035293
ENSDARG00000019951,ENSDART00000004626,FBgn0011584
ENSDARG00000056938,ENSDART00000079521,
ENSDARG00000057661,ENSDART00000080377,FBgn0039425
ENSDARG00000057661,ENSDART00000080377,FBgn0000064
ENSDARG00000056338,ENSDART00000078824,
ENSDARG00000104530,ENSDART00000164643,FBgn0010575
ENSDARG00000005453,ENSDART00000060861,
ENSDARG00000019355,ENSDART00000012476,FBgn0039965
ENSDARG00000101407,ENSDART00000160110,FBgn0031975
ENSDARG00000071395,ENSDART00000105518,FBgn0264607
ENSDARG00000068157,ENSDART00000126018,FBgn0040372
ENSDARG00000009735,ENSDART00000056277,FBgn0039936
ENSDARG00000016010,ENSDART00000040033,FBgn0027868
ENSDARG00000052833,ENSDART00000074761,
ENSDARG00000103902,ENSDART00000159033,FBgn0036059
ENSDARG00000023766,ENSDART00000028694,FBgn0033836
ENSDARG00000023766,ENSDART00000028694,FBgn0260475
ENSDARG00000043963,ENSDART00000123860,FBgn0011743
ENSDARG00000008808,ENSDART00000017268,FBgn0259099
ENSDARG00000040725,ENSDART00000139068,FBgn0011837
ENSDARG00000103935,ENSDART00000165301,FBgn0025382
ENSDARG00000094277,ENSDART00000099600,FBgn0037330
ENSDARG00000104651,ENSDART00000158576,
ENSDARG00000025091,ENSDART00000078893,
ENSDARG00000030514,ENSDART00000039917,FBgn0036821
ENSDARG00000020311,ENSDART00000022684,FBgn0000339
ENSDARG00000004261,ENSDART00000020582,FBgn0053105
ENSDARG00000004261,ENSDART00000020582,FBgn0069242
ENSDARG00000069583,ENSDART00000164022,FBgn0259979
ENSDARG00000057452,ENSDART00000080129,FBgn0016975
ENSDARG00000100709,ENSDART00000169024,FBgn0037186
ENSDARG00000034685,ENSDART00000043522,FBgn0031065
ENSDARG00000031049,ENSDART00000041443,
ENSDARG00000003697,ENSDART00000032982,FBgn0031998
ENSDARG00000003697,ENSDART00000032982,FBgn0051668
ENSDARG00000003697,ENSDART00000032982,FBgn0053124
ENSDARG00000003697,ENSDART00000032982,FBgn0017448
ENSDARG00000003697,ENSDART00000032982,FBgn0051262
ENSDARG00000003697,ENSDART00000032982,FBgn0250757
ENSDARG00000003697,ENSDART00000032982,FBgn0052669
ENSDARG00000003697,ENSDART00000032982,FBgn0039872
ENSDARG00000003697,ENSDART00000032982,FBgn0037895
ENSDARG00000003697,ENSDART00000032982,FBgn0034494
ENSDARG00000003697,ENSDART00000032982,FBgn0039873
ENSDARG00000003697,ENSDART00000032982,FBgn0029950
ENSDARG00000003697,ENSDART00000032982,FBgn0038652
ENSDARG00000003697,ENSDART00000032982,FBgn0035293
ENSDARG00000059125,ENSDART00000082143,FBgn0000273
ENSDARG00000040111,ENSDART00000058666,FBgn0004373
ENSDARG00000026376,ENSDART00000045253,FBgn0024958
ENSDARG00000026376,ENSDART00000045253,FBgn0024957
ENSDARG00000055075,ENSDART00000066331,FBgn0266696
ENSDARG00000015627,ENSDART00000075489,FBgn0024941
ENSDARG00000059128,ENSDART00000151765,FBgn0050354
ENSDARG00000059128,ENSDART00000151765,FBgn0260008
ENSDARG00000055653,ENSDART00000123019,FBgn0037011
ENSDARG00000099200,ENSDART00000162837,FBgn0250848
ENSDARG00000028173,ENSDART00000041319,FBgn0036043
ENSDARG00000099313,ENSDART00000160902,FBgn0034117
ENSDARG00000099313,ENSDART00000160902,FBgn0032192
ENSDARG00000006609,ENSDART00000010048,FBgn0010269
ENSDARG00000042344,ENSDART00000062092,FBgn0031832
ENSDARG00000023587,ENSDART00000030934,
ENSDARG00000099448,ENSDART00000162411,FBgn0027598
ENSDARG00000103295,ENSDART00000170901,
ENSDARG00000057173,ENSDART00000079778,
ENSDARG00000032584,ENSDART00000127508,
ENSDARG00000071090,ENSDART00000138911,FBgn0000667
ENSDARG00000009031,ENSDART00000097792,FBgn0010909
ENSDARG00000070437,ENSDART00000125753,FBgn0015288
ENSDARG00000070437,ENSDART00000125753,FBgn0034837
ENSDARG00000009844,ENSDART00000004842,FBgn0031952
ENSDARG00000041033,ENSDART00000134933,
ENSDARG00000014181,ENSDART00000064938,FBgn0262477
ENSDARG00000016263,ENSDART00000003497,FBgn0085478
ENSDARG00000057671,ENSDART00000080382,FBgn0266411
ENSDARG00000055192,ENSDART00000082250,
ENSDARG00000042972,ENSDART00000099911,
ENSDARG00000058502,ENSDART00000143271,
ENSDARG00000045437,ENSDART00000149025,FBgn0036695
ENSDARG00000034989,ENSDART00000141434,
ENSDARG00000069142,ENSDART00000076695,FBgn0027094
ENSDARG00000062799,ENSDART00000091180,FBgn0052082
ENSDARG00000045887,ENSDART00000067447,FBgn0035049
ENSDARG00000002401,ENSDART00000135569,FBgn0035147
ENSDARG00000070830,ENSDART00000104315,FBgn0031265
ENSDARG00000007477,ENSDART00000015323,
ENSDARG00000007737,ENSDART00000104112,
ENSDARG00000061208,ENSDART00000087047,FBgn0030391
ENSDARG00000061173,ENSDART00000086952,FBgn0038727
ENSDARG00000061173,ENSDART00000086952,FBgn0036891
ENSDARG00000061173,ENSDART00000086952,FBgn0035501
ENSDARG00000061173,ENSDART00000086952,FBgn0052260
ENSDARG00000061173,ENSDART00000086952,FBgn0033365
ENSDARG00000061173,ENSDART00000086952,FBgn0042098
ENSDARG00000061173,ENSDART00000086952,FBgn0003319
ENSDARG00000061173,ENSDART00000086952,FBgn0051728
ENSDARG00000061173,ENSDART00000086952,FBgn0033359
ENSDARG00000061173,ENSDART00000086952,FBgn0036436
ENSDARG00000061173,ENSDART00000086952,FBgn0034666
ENSDARG00000061173,ENSDART00000086952,FBgn0031619
ENSDARG00000061173,ENSDART00000086952,FBgn0034661
ENSDARG00000061173,ENSDART00000086952,FBgn0033363
ENSDARG00000061173,ENSDART00000086952,FBgn0265011
ENSDARG00000061173,ENSDART00000086952,FBgn0036427
ENSDARG00000061173,ENSDART00000086952,FBgn0033362
ENSDARG00000043492,ENSDART00000075646,
ENSDARG00000060457,ENSDART00000085201,
ENSDARG00000099329,ENSDART00000162548,
ENSDARG00000063665,ENSDART00000093228,FBgn0005278
ENSDARG00000069507,ENSDART00000171535,
ENSDARG00000056723,ENSDART00000127545,
ENSDARG00000031709,ENSDART00000099735,FBgn0026441
ENSDARG00000019213,ENSDART00000059796,FBgn0020496
ENSDARG00000014248,ENSDART00000005568,
ENSDARG00000062016,ENSDART00000089144,FBgn0034380
ENSDARG00000069142,ENSDART00000136544,FBgn0027094
ENSDARG00000053375,ENSDART00000124220,
ENSDARG00000052522,ENSDART00000105362,
ENSDARG00000070545,ENSDART00000065949,FBgn0004924
ENSDARG00000101926,ENSDART00000161813,
ENSDARG00000013245,ENSDART00000007211,
ENSDARG00000058159,ENSDART00000156946,FBgn0026252
ENSDARG00000038826,ENSDART00000099078,FBgn0032129
ENSDARG00000011615,ENSDART00000099785,
ENSDARG00000019357,ENSDART00000006606,
ENSDARG00000055459,ENSDART00000103151,FBgn0259978
ENSDARG00000062372,ENSDART00000090107,FBgn0037037
ENSDARG00000062372,ENSDART00000090107,FBgn0030344
ENSDARG00000103095,ENSDART00000163280,FBgn0086657
ENSDARG00000012684,ENSDART00000077664,FBgn0259214
ENSDARG00000102493,ENSDART00000170751,
ENSDARG00000043821,ENSDART00000104317,FBgn0040765
ENSDARG00000030153,ENSDART00000121714,FBgn0033392
ENSDARG00000068657,ENSDART00000099392,
ENSDARG00000045525,ENSDART00000122881,FBgn0037443
ENSDARG00000008573,ENSDART00000013453,FBgn0038268
ENSDARG00000070504,ENSDART00000140495,FBgn0005614
ENSDARG00000070504,ENSDART00000140495,FBgn0003861
ENSDARG00000070504,ENSDART00000140495,FBgn0032593
ENSDARG00000043518,ENSDART00000063892,
ENSDARG00000044092,ENSDART00000064738,
ENSDARG00000071378,ENSDART00000105485,
ENSDARG00000062370,ENSDART00000090156,
ENSDARG00000044261,ENSDART00000028855,
ENSDARG00000104314,ENSDART00000167963,
ENSDARG00000016811,ENSDART00000067793,FBgn0262117
ENSDARG00000055250,ENSDART00000077577,
ENSDARG00000035677,ENSDART00000103253,FBgn0024234
ENSDARG00000012729,ENSDART00000137814,FBgn0025865
ENSDARG00000071424,ENSDART00000160165,FBgn0001087
ENSDARG00000061713,ENSDART00000088340,FBgn0034345
ENSDARG00000016613,ENSDART00000021782,FBgn0036691
ENSDARG00000002877,ENSDART00000132132,
ENSDARG00000015990,ENSDART00000014945,FBgn0039904
ENSDARG00000062909,ENSDART00000091470,FBgn0004598
ENSDARG00000004386,ENSDART00000004604,
ENSDARG00000006011,ENSDART00000007030,FBgn0031119
ENSDARG00000005476,ENSDART00000005847,FBgn0263873
ENSDARG00000091418,ENSDART00000168521,FBgn0032191
ENSDARG00000042094,ENSDART00000143641,
ENSDARG00000056532,ENSDART00000027697,FBgn0028399
ENSDARG00000018726,ENSDART00000013363,FBgn0034715
ENSDARG00000018726,ENSDART00000013363,FBgn0036732
ENSDARG00000018726,ENSDART00000013363,FBgn0050277
ENSDARG00000018726,ENSDART00000013363,FBgn0032433
ENSDARG00000018726,ENSDART00000013363,FBgn0034716
ENSDARG00000039754,ENSDART00000058100,FBgn0004698
ENSDARG00000052388,ENSDART00000086211,
ENSDARG00000078326,ENSDART00000109314,FBgn0030685
ENSDARG00000055043,ENSDART00000077341,
ENSDARG00000053293,ENSDART00000098284,
ENSDARG00000051861,ENSDART00000123211,FBgn0260799
ENSDARG00000045360,ENSDART00000126842,FBgn0033544
ENSDARG00000030440,ENSDART00000043345,
ENSDARG00000071506,ENSDART00000105788,
ENSDARG00000012005,ENSDART00000126916,FBgn0259481
ENSDARG00000070097,ENSDART00000084598,
ENSDARG00000000804,ENSDART00000000887,FBgn0039055
ENSDARG00000003675,ENSDART00000155215,FBgn0030737
ENSDARG00000003675,ENSDART00000155215,FBgn0033949
ENSDARG00000105231,ENSDART00000161744,FBgn0011474
ENSDARG00000059719,ENSDART00000097466,
ENSDARG00000038296,ENSDART00000055854,FBgn0039681
ENSDARG00000068006,ENSDART00000129772,FBgn0042710
ENSDARG00000068006,ENSDART00000129772,FBgn0001186
ENSDARG00000068006,ENSDART00000129772,FBgn0042711
ENSDARG00000068006,ENSDART00000129772,FBgn0001187
ENSDARG00000058032,ENSDART00000080832,FBgn0039958
ENSDARG00000055938,ENSDART00000078352,FBgn0031760
ENSDARG00000070868,ENSDART00000089342,
ENSDARG00000077205,ENSDART00000168484,
ENSDARG00000054833,ENSDART00000077089,FBgn0052190
ENSDARG00000098832,ENSDART00000160228,
ENSDARG00000013881,ENSDART00000033018,FBgn0037339
ENSDARG00000032103,ENSDART00000029549,
ENSDARG00000062390,ENSDART00000090221,
ENSDARG00000034056,ENSDART00000100328,
ENSDARG00000060036,ENSDART00000084184,FBgn0033351
ENSDARG00000055647,ENSDART00000016758,
ENSDARG00000020301,ENSDART00000133305,
ENSDARG00000043323,ENSDART00000147520,
ENSDARG00000006598,ENSDART00000008152,
ENSDARG00000076839,ENSDART00000102274,
ENSDARG00000103915,ENSDART00000169295,FBgn0261274
ENSDARG00000054337,ENSDART00000159031,FBgn0030089
ENSDARG00000068851,ENSDART00000099721,
ENSDARG00000044574,ENSDART00000138388,FBgn0052423
ENSDARG00000093640,ENSDART00000110774,FBgn0040252
ENSDARG00000093640,ENSDART00000110774,FBgn0040257
ENSDARG00000093640,ENSDART00000110774,FBgn0040259
ENSDARG00000093640,ENSDART00000110774,FBgn0051002
ENSDARG00000093640,ENSDART00000110774,FBgn0026314
ENSDARG00000093640,ENSDART00000110774,FBgn0050438
ENSDARG00000093640,ENSDART00000110774,FBgn0039085
ENSDARG00000093640,ENSDART00000110774,FBgn0040251
ENSDARG00000093640,ENSDART00000110774,FBgn0040253
ENSDARG00000093640,ENSDART00000110774,FBgn0036842
ENSDARG00000093640,ENSDART00000110774,FBgn0038886
ENSDARG00000093640,ENSDART00000110774,FBgn0039086
ENSDARG00000093640,ENSDART00000110774,FBgn0032684
ENSDARG00000093640,ENSDART00000110774,FBgn0026315
ENSDARG00000093640,ENSDART00000110774,FBgn0027073
ENSDARG00000093640,ENSDART00000110774,FBgn0040250
ENSDARG00000093640,ENSDART00000110774,FBgn0040256
ENSDARG00000093640,ENSDART00000110774,FBgn0034605
ENSDARG00000093640,ENSDART00000110774,FBgn0039087
ENSDARG00000093640,ENSDART00000110774,FBgn0040255
ENSDARG00000062977,ENSDART00000091638,FBgn0024993
ENSDARG00000061057,ENSDART00000086659,FBgn0266918
ENSDARG00000104090,ENSDART00000161456,FBgn0001291
ENSDARG00000010662,ENSDART00000036928,
ENSDARG00000039162,ENSDART00000057223,FBgn0041191
ENSDARG00000051912,ENSDART00000073621,
ENSDARG00000104024,ENSDART00000160522,
ENSDARG00000038538,ENSDART00000074043,
ENSDARG00000034605,ENSDART00000101200,
ENSDARG00000062987,ENSDART00000142870,
ENSDARG00000052215,ENSDART00000101563,
ENSDARG00000060112,ENSDART00000084381,
ENSDARG00000059789,ENSDART00000083467,
ENSDARG00000012625,ENSDART00000148618,FBgn0264357
ENSDARG00000069476,ENSDART00000101152,
ENSDARG00000054458,ENSDART00000160704,FBgn0040011
ENSDARG00000045980,ENSDART00000067594,
ENSDARG00000089878,ENSDART00000125673,FBgn0035101
ENSDARG00000058666,ENSDART00000140969,
ENSDARG00000063285,ENSDART00000123191,
ENSDARG00000098105,ENSDART00000172000,
ENSDARG00000062374,ENSDART00000144856,
ENSDARG00000016623,ENSDART00000010580,
ENSDARG00000101465,ENSDART00000173238,FBgn0015270
ENSDARG00000098735,ENSDART00000167442,
ENSDARG00000035808,ENSDART00000047126,FBgn0036566
ENSDARG00000101175,ENSDART00000165259,FBgn0042185
ENSDARG00000074752,ENSDART00000127157,FBgn0016694
ENSDARG00000074752,ENSDART00000127157,FBgn0034096
ENSDARG00000074752,ENSDART00000127157,FBgn0001150
ENSDARG00000067665,ENSDART00000097455,
ENSDARG00000010149,ENSDART00000024199,FBgn0011211
ENSDARG00000062978,ENSDART00000091628,FBgn0036219
ENSDARG00000033184,ENSDART00000048676,FBgn0022382
ENSDARG00000100020,ENSDART00000160766,
ENSDARG00000013708,ENSDART00000135384,FBgn0005632
ENSDARG00000044975,ENSDART00000030103,
ENSDARG00000063684,ENSDART00000093277,FBgn0031194
ENSDARG00000043442,ENSDART00000063775,
ENSDARG00000053835,ENSDART00000075941,FBgn0264449
ENSDARG00000058528,ENSDART00000081407,FBgn0260444
ENSDARG00000035458,ENSDART00000105896,FBgn0263006
ENSDARG00000019556,ENSDART00000103660,FBgn0033755
ENSDARG00000070598,ENSDART00000103845,
ENSDARG00000018856,ENSDART00000145450,FBgn0261387
ENSDARG00000087333,ENSDART00000122059,FBgn0039505
ENSDARG00000030913,ENSDART00000047471,FBgn0034087
ENSDARG00000069807,ENSDART00000101885,FBgn0260941
ENSDARG00000004843,ENSDART00000129022,FBgn0262477
ENSDARG00000014008,ENSDART00000023684,FBgn0086707
ENSDARG00000060319,ENSDART00000084868,
ENSDARG00000052423,ENSDART00000074256,
ENSDARG00000041294,ENSDART00000090370,
ENSDARG00000013794,ENSDART00000145487,FBgn0043364
ENSDARG00000062788,ENSDART00000091158,
ENSDARG00000071562,ENSDART00000105889,
ENSDARG00000086856,ENSDART00000128302,
ENSDARG00000069129,ENSDART00000136393,
ENSDARG00000068926,ENSDART00000099856,
ENSDARG00000100420,ENSDART00000172394,
ENSDARG00000060430,ENSDART00000139980,FBgn0039492
ENSDARG00000099923,ENSDART00000167810,FBgn0036446
ENSDARG00000068575,ENSDART00000135215,
ENSDARG00000068912,ENSDART00000099832,
ENSDARG00000000830,ENSDART00000131975,
ENSDARG00000058830,ENSDART00000081779,FBgn0034057
ENSDARG00000078106,ENSDART00000112268,FBgn0023508
ENSDARG00000090418,ENSDART00000121431,FBgn0021874
ENSDARG00000031302,ENSDART00000041036,FBgn0033349
ENSDARG00000062864,ENSDART00000091351,FBgn0035392
ENSDARG00000069298,ENSDART00000100727,FBgn0033463
ENSDARG00000045804,ENSDART00000067327,FBgn0014906
ENSDARG00000068856,ENSDART00000099733,
ENSDARG00000057940,ENSDART00000103950,FBgn0082831
ENSDARG00000011824,ENSDART00000088901,
ENSDARG00000055086,ENSDART00000077399,FBgn0037360
ENSDARG00000067630,ENSDART00000097381,
ENSDARG00000051975,ENSDART00000136383,
ENSDARG00000063624,ENSDART00000093152,FBgn0263133
ENSDARG00000060954,ENSDART00000086437,FBgn0037443
ENSDARG00000060397,ENSDART00000085051,
ENSDARG00000025671,ENSDART00000033657,FBgn0050361
ENSDARG00000055118,ENSDART00000077436,FBgn0260866
ENSDARG00000052690,ENSDART00000074592,FBgn0042101
ENSDARG00000052690,ENSDART00000074592,FBgn0042105
ENSDARG00000052690,ENSDART00000074592,FBgn0037465
ENSDARG00000052690,ENSDART00000074592,FBgn0037517
ENSDARG00000052690,ENSDART00000074592,FBgn0037519
ENSDARG00000052690,ENSDART00000074592,FBgn0037518
ENSDARG00000052690,ENSDART00000074592,FBgn0042104
ENSDARG00000052690,ENSDART00000074592,FBgn0042102
ENSDARG00000052690,ENSDART00000074592,FBgn0037853
ENSDARG00000052690,ENSDART00000074592,FBgn0037856
ENSDARG00000052690,ENSDART00000074592,FBgn0037521
ENSDARG00000052690,ENSDART00000074592,FBgn0042103
ENSDARG00000099411,ENSDART00000169698,
ENSDARG00000060113,ENSDART00000136059,FBgn0267336
ENSDARG00000102891,ENSDART00000163869,
ENSDARG00000071699,ENSDART00000106205,FBgn0035445
ENSDARG00000089016,ENSDART00000157625,FBgn0013987
ENSDARG00000006601,ENSDART00000088888,FBgn0034720
ENSDARG00000055791,ENSDART00000078181,FBgn0037533
ENSDARG00000062757,ENSDART00000091070,
ENSDARG00000059815,ENSDART00000083569,FBgn0014184
ENSDARG00000070702,ENSDART00000104083,
ENSDARG00000011498,ENSDART00000147797,FBgn0032850
ENSDARG00000078458,ENSDART00000113702,FBgn0051635
ENSDARG00000061187,ENSDART00000086985,FBgn0031613
ENSDARG00000061187,ENSDART00000086985,FBgn0003607
ENSDARG00000061187,ENSDART00000086985,FBgn0037675
ENSDARG00000061187,ENSDART00000086985,FBgn0039019
ENSDARG00000061187,ENSDART00000086985,FBgn0030082
ENSDARG00000060207,ENSDART00000084579,
ENSDARG00000042791,ENSDART00000062795,FBgn0033539
ENSDARG00000001721,ENSDART00000098303,
ENSDARG00000006200,ENSDART00000087120,FBgn0023213
ENSDARG00000006200,ENSDART00000087120,FBgn0260634
ENSDARG00000010035,ENSDART00000002568,FBgn0030839
ENSDARG00000030006,ENSDART00000139486,FBgn0034911
ENSDARG00000069733,ENSDART00000086281,
ENSDARG00000062970,ENSDART00000102197,
ENSDARG00000042807,ENSDART00000148872,FBgn0033657
ENSDARG00000042807,ENSDART00000148872,FBgn0033028
ENSDARG00000061213,ENSDART00000165874,
ENSDARG00000017255,ENSDART00000098308,FBgn0264389
ENSDARG00000017255,ENSDART00000098308,FBgn0051787
ENSDARG00000044142,ENSDART00000044328,
ENSDARG00000063570,ENSDART00000100073,FBgn0259168
ENSDARG00000103198,ENSDART00000171603,FBgn0031639
ENSDARG00000059775,ENSDART00000083453,FBgn0033911
ENSDARG00000061728,ENSDART00000088401,FBgn0035356
ENSDARG00000061728,ENSDART00000088401,FBgn0035355
ENSDARG00000058369,ENSDART00000101537,FBgn0039920
ENSDARG00000063195,ENSDART00000092104,FBgn0033244
ENSDARG00000063195,ENSDART00000092104,FBgn0264087
ENSDARG00000069244,ENSDART00000100611,
ENSDARG00000041433,ENSDART00000060744,
ENSDARG00000098348,ENSDART00000167259,
ENSDARG00000061629,ENSDART00000138878,FBgn0033891
ENSDARG00000069135,ENSDART00000100396,
ENSDARG00000055514,ENSDART00000145496,
ENSDARG00000061004,ENSDART00000086531,FBgn0051648
ENSDARG00000068103,ENSDART00000098292,FBgn0029747
ENSDARG00000068103,ENSDART00000098292,FBgn0037162
ENSDARG00000040623,ENSDART00000059480,FBgn0001297
ENSDARG00000069262,ENSDART00000100651,
ENSDARG00000058462,ENSDART00000104074,
ENSDARG00000077728,ENSDART00000111774,FBgn0037232
ENSDARG00000076437,ENSDART00000113036,
ENSDARG00000104039,ENSDART00000160023,
ENSDARG00000007231,ENSDART00000079397,FBgn0033791
ENSDARG00000007231,ENSDART00000079397,FBgn0015380
ENSDARG00000007231,ENSDART00000079397,FBgn0024245
ENSDARG00000076483,ENSDART00000155075,
ENSDARG00000060991,ENSDART00000089325,
ENSDARG00000026165,ENSDART00000042065,
ENSDARG00000079175,ENSDART00000108590,
ENSDARG00000041359,ENSDART00000109151,
ENSDARG00000057317,ENSDART00000148802,
ENSDARG00000052408,ENSDART00000074255,FBgn0039738
ENSDARG00000098171,ENSDART00000165572,
ENSDARG00000060922,ENSDART00000086335,FBgn0023506
ENSDARG00000034933,ENSDART00000104877,
ENSDARG00000045262,ENSDART00000047110,FBgn0010225
ENSDARG00000056679,ENSDART00000101085,
ENSDARG00000074967,ENSDART00000109482,FBgn0031356
ENSDARG00000024602,ENSDART00000032827,FBgn0031061
ENSDARG00000103720,ENSDART00000159438,FBgn0011837
ENSDARG00000003968,ENSDART00000004483,FBgn0033936
ENSDARG00000062897,ENSDART00000091397,FBgn0027508
ENSDARG00000060594,ENSDART00000076009,FBgn0028479
ENSDARG00000062748,ENSDART00000091017,FBgn0020621
ENSDARG00000076805,ENSDART00000113345,FBgn0032305
ENSDARG00000075570,ENSDART00000158367,FBgn0001247
ENSDARG00000103699,ENSDART00000163874,
ENSDARG00000019765,ENSDART00000100619,
ENSDARG00000071203,ENSDART00000105117,
ENSDARG00000004877,ENSDART00000157427,FBgn0026181
ENSDARG00000063295,ENSDART00000105232,FBgn0265434
ENSDARG00000074002,ENSDART00000103757,
ENSDARG00000089382,ENSDART00000126982,
ENSDARG00000019231,ENSDART00000102251,FBgn0250789
ENSDARG00000007172,ENSDART00000044000,FBgn0025741
ENSDARG00000044556,ENSDART00000065420,FBgn0020647
ENSDARG00000052244,ENSDART00000113458,
ENSDARG00000078186,ENSDART00000108995,FBgn0264305
ENSDARG00000062510,ENSDART00000123745,FBgn0029939
ENSDARG00000061345,ENSDART00000136640,FBgn0003557
ENSDARG00000058229,ENSDART00000081058,
ENSDARG00000007943,ENSDART00000003544,FBgn0052343
ENSDARG00000104315,ENSDART00000169758,FBgn0051988
ENSDARG00000104315,ENSDART00000169758,FBgn0050178
ENSDARG00000104315,ENSDART00000169758,FBgn0085354
ENSDARG00000104315,ENSDART00000169758,FBgn0051624
ENSDARG00000060093,ENSDART00000124059,
ENSDARG00000075714,ENSDART00000132376,
ENSDARG00000020924,ENSDART00000053511,FBgn0010246
ENSDARG00000062590,ENSDART00000090679,FBgn0013733
ENSDARG00000063249,ENSDART00000092256,FBgn0038319
ENSDARG00000002663,ENSDART00000014036,
ENSDARG00000076474,ENSDART00000112722,
ENSDARG00000103755,ENSDART00000166858,
ENSDARG00000098317,ENSDART00000167951,FBgn0030276
ENSDARG00000061916,ENSDART00000145655,
ENSDARG00000077855,ENSDART00000113951,FBgn0029911
ENSDARG00000076790,ENSDART00000114568,
ENSDARG00000038141,ENSDART00000055609,
ENSDARG00000070399,ENSDART00000103257,FBgn0035401
ENSDARG00000074507,ENSDART00000112680,
ENSDARG00000039682,ENSDART00000023677,FBgn0030976
ENSDARG00000060383,ENSDART00000085021,
ENSDARG00000057706,ENSDART00000137631,
ENSDARG00000063169,ENSDART00000114876,FBgn0005596
ENSDARG00000057128,ENSDART00000079734,FBgn0028479
ENSDARG00000013804,ENSDART00000016112,
ENSDARG00000101010,ENSDART00000171146,
ENSDARG00000062967,ENSDART00000146472,FBgn0262593
ENSDARG00000075718,ENSDART00000105931,
ENSDARG00000070426,ENSDART00000103330,FBgn0039109
ENSDARG00000058818,ENSDART00000081763,
ENSDARG00000059722,ENSDART00000083340,FBgn0028372
ENSDARG00000060596,ENSDART00000085531,FBgn0023169
ENSDARG00000079255,ENSDART00000149275,
ENSDARG00000012656,ENSDART00000007700,FBgn0033010
ENSDARG00000046087,ENSDART00000150121,FBgn0004656
ENSDARG00000076442,ENSDART00000111941,
ENSDARG00000076308,ENSDART00000111156,FBgn0029958
ENSDARG00000060094,ENSDART00000084334,
ENSDARG00000058381,ENSDART00000048073,FBgn0267339
ENSDARG00000058381,ENSDART00000048073,FBgn0024846
ENSDARG00000058381,ENSDART00000048073,FBgn0015765
ENSDARG00000025309,ENSDART00000123387,FBgn0033015
ENSDARG00000090822,ENSDART00000102542,FBgn0035964
ENSDARG00000078741,ENSDART00000111458,FBgn0004583
ENSDARG00000101778,ENSDART00000162750,FBgn0027844
ENSDARG00000098433,ENSDART00000169780,FBgn0030081
ENSDARG00000021351,ENSDART00000080256,
ENSDARG00000020795,ENSDART00000044690,FBgn0010333
ENSDARG00000020795,ENSDART00000044690,FBgn0014011
ENSDARG00000030644,ENSDART00000047528,
ENSDARG00000074502,ENSDART00000110884,FBgn0026160
ENSDARG00000023026,ENSDART00000035899,FBgn0260799
ENSDARG00000074756,ENSDART00000150209,
ENSDARG00000063370,ENSDART00000135027,
ENSDARG00000076771,ENSDART00000046454,FBgn0267488
ENSDARG00000046142,ENSDART00000135422,
ENSDARG00000058791,ENSDART00000139276,
ENSDARG00000062699,ENSDART00000090930,FBgn0085442
ENSDARG00000076221,ENSDART00000113789,FBgn0015222
ENSDARG00000076221,ENSDART00000113789,FBgn0030449
ENSDARG00000099306,ENSDART00000166999,
ENSDARG00000058260,ENSDART00000081043,
ENSDARG00000057138,ENSDART00000079645,FBgn0265140
ENSDARG00000059362,ENSDART00000082467,
ENSDARG00000103024,ENSDART00000159015,
ENSDARG00000103774,ENSDART00000161201,FBgn0263346
ENSDARG00000018411,ENSDART00000125371,FBgn0017581
ENSDARG00000074287,ENSDART00000114316,FBgn0002524
ENSDARG00000076472,ENSDART00000149812,FBgn0003028
ENSDARG00000034368,ENSDART00000050271,FBgn0041630
ENSDARG00000034368,ENSDART00000050271,FBgn0045063
ENSDARG00000034368,ENSDART00000050271,FBgn0041629
ENSDARG00000078707,ENSDART00000156179,FBgn0264273
ENSDARG00000078707,ENSDART00000156179,FBgn0011260
ENSDARG00000042613,ENSDART00000137734,
ENSDARG00000042259,ENSDART00000061973,FBgn0011300
ENSDARG00000086628,ENSDART00000124992,
ENSDARG00000100223,ENSDART00000168675,
ENSDARG00000059485,ENSDART00000082745,FBgn0261822
ENSDARG00000043457,ENSDART00000063800,FBgn0001092
ENSDARG00000043457,ENSDART00000063800,FBgn0001091
ENSDARG00000019487,ENSDART00000026313,FBgn0034914
ENSDARG00000039225,ENSDART00000111204,FBgn0033194
ENSDARG00000019808,ENSDART00000026448,FBgn0013733
ENSDARG00000077257,ENSDART00000142598,
ENSDARG00000013250,ENSDART00000034523,
ENSDARG00000075110,ENSDART00000110645,FBgn0261570
ENSDARG00000076779,ENSDART00000113376,FBgn0028494
ENSDARG00000056554,ENSDART00000079035,FBgn0264895
