WBID,length
WBGene00000207,1065
WBGene00000207,1208
WBGene00017176,1827
WBGene00017176,1767
WBGene00000157,576
WBGene00017177,2481
WBGene00017178,1972
WBGene00003561,4640
WBGene00008528,606
WBGene00008533,1454
WBGene00008533,1465
WBGene00008533,1262
WBGene00008533,1273
WBGene00008533,1594
WBGene00008533,1605
WBGene00003014,1044
WBGene00003014,1195
WBGene00008529,960
WBGene00004117,4695
WBGene00004117,4701
WBGene00008530,776
WBGene00008530,531
WBGene00008531,1402
WBGene00008532,2340
WBGene00008532,2418
WBGene00017184,3238
WBGene00017184,3247
WBGene00017184,3327
WBGene00008535,1819
WBGene00008536,1407
WBGene00008536,1432
WBGene00008536,533
WBGene00008536,1391
WBGene00008538,1632
WBGene00008538,1485
WBGene00008538,1327
WBGene00008538,770
WBGene00008538,917
WBGene00008538,1474
WBGene00008539,1014
WBGene00008540,888
WBGene00008545,1737
WBGene00008546,2364
WBGene00008546,2268
WBGene00008546,2554
WBGene00008546,2381
WBGene00008546,2325
WBGene00008546,2229
WBGene00008546,2515
WBGene00008546,2342
WBGene00003791,2604
WBGene00008547,3515
WBGene00008547,3208
WBGene00008548,1069
WBGene00008549,7109
WBGene00008549,7697
WBGene00008549,7629
WBGene00008549,2163
WBGene00008549,2656
WBGene00008549,7201
WBGene00008549,6660
WBGene00008549,1011
WBGene00002136,1458
WBGene00002136,1866
WBGene00008541,1059
WBGene00008542,1822
WBGene00008543,1186
WBGene00006306,1954
WBGene00006754,3406
WBGene00006754,3037
WBGene00006754,3021
WBGene00006754,3359
WBGene00006754,2493
WBGene00006754,2124
WBGene00006754,2108
WBGene00006754,2446
WBGene00000539,1386
WBGene00000539,1239
WBGene00006167,1053
WBGene00006166,1005
WBGene00008550,1032
WBGene00008550,1026
WBGene00008551,1628
WBGene00008552,927
WBGene00077514,1211
WBGene00077514,827
WBGene00017185,1041
WBGene00001925,384
WBGene00001928,426
WBGene00017190,5971
WBGene00017191,609
WBGene00017192,705
WBGene00017186,951
WBGene00001927,384
WBGene00001926,372
WBGene00001923,411
WBGene00017188,1047
WBGene00017189,882
WBGene00017189,537
WBGene00001924,312
WBGene00004211,2811
WBGene00017198,1689
WBGene00202511,246
WBGene00017193,546
WBGene00017194,2272
WBGene00017195,4523
WBGene00000003,1728
WBGene00006152,855
WBGene00017197,162
WBGene00006112,996
WBGene00017203,774
WBGene00017204,762
WBGene00017205,1089
WBGene00017205,1695
WBGene00005411,1032
WBGene00005441,1005
WBGene00017199,468
WBGene00005107,921
WBGene00005103,957
WBGene00005108,975
WBGene00017200,675
WBGene00017201,594
WBGene00005109,948
WBGene00017202,438
WBGene00004030,1128
WBGene00004030,761
WBGene00008553,541
WBGene00008554,666
WBGene00008555,1936
WBGene00008555,2728
WBGene00008555,2357
WBGene00008555,2251
WBGene00008555,3475
WBGene00008555,2400
WBGene00008555,3262
WBGene00008555,2945
WBGene00008555,2732
WBGene00045067,430
WBGene00004423,713
WBGene00001449,748
WBGene00008556,832
WBGene00017207,1287
WBGene00219315,510
WBGene00017208,1011
WBGene00017209,312
WBGene00017210,1246
WBGene00017211,1605
WBGene00017212,723
WBGene00017213,2283
WBGene00017214,1667
WBGene00017214,1611
WBGene00017215,1495
WBGene00017216,826
WBGene00017217,3264
WBGene00017218,740
WBGene00003774,3152
WBGene00003774,3251
WBGene00017219,906
WBGene00017220,1067
WBGene00006005,981
WBGene00017228,954
WBGene00017229,789
WBGene00017230,1590
WBGene00017231,1675
WBGene00005617,770
WBGene00005617,692
WBGene00005897,882
WBGene00017233,6044
WBGene00017221,756
WBGene00045271,461
WBGene00017222,729
WBGene00017223,1293
WBGene00017224,177
WBGene00017225,876
WBGene00017226,1018
WBGene00017227,387
WBGene00044583,525
WBGene00008561,1262
WBGene00008563,742
WBGene00004790,1164
WBGene00008557,405
WBGene00008558,958
WBGene00008559,2685
WBGene00008560,1446
WBGene00008570,2163
WBGene00008570,2363
WBGene00008570,2341
WBGene00008570,2142
WBGene00008570,2264
WBGene00008570,2567
WBGene00008570,2474
WBGene00008570,2567
WBGene00008570,2141
WBGene00008570,2749
WBGene00008570,2326
WBGene00023411,981
WBGene00045013,677
WBGene00045013,211
WBGene00045013,494
WBGene00008564,2125
WBGene00008564,2131
WBGene00008564,2131
WBGene00008564,2008
WBGene00008564,1840
WBGene00008564,2125
WBGene00008564,2131
WBGene00008565,2069
WBGene00008566,2091
WBGene00008567,2082
WBGene00008567,2191
WBGene00008568,1230
WBGene00008568,1287
WBGene00006484,1089
WBGene00008569,1135
WBGene00008569,1158
WBGene00045468,669
WBGene00006923,2169
WBGene00006923,2446
WBGene00006923,2548
WBGene00006923,2081
WBGene00006923,2460
WBGene00006923,2187
WBGene00006923,2465
WBGene00001538,5040
WBGene00008571,2973
WBGene00004197,1145
WBGene00004831,3653
WBGene00004831,3418
WBGene00004831,3392
WBGene00004831,3445
WBGene00004831,3517
WBGene00004831,3472
WBGene00004831,3526
WBGene00004831,3487
WBGene00008572,487
WBGene00008572,487
WBGene00008572,538
WBGene00008572,316
WBGene00008572,381
WBGene00008572,334
WBGene00008572,397
WBGene00008572,394
WBGene00008572,349
WBGene00008572,286
WBGene00008572,362
WBGene00000994,2963
WBGene00000994,2972
WBGene00000397,4647
WBGene00000397,4215
WBGene00000397,4332
WBGene00000397,3900
WBGene00017236,434
WBGene00017237,1902
WBGene00002028,2752
WBGene00017238,654
WBGene00255375,417
WBGene00017239,388
WBGene00001682,669
WBGene00017240,931
WBGene00006819,2238
WBGene00006819,2339
WBGene00006819,1671
WBGene00000083,3788
WBGene00000083,3910
WBGene00000083,1163
WBGene00000083,3027
WBGene00000083,3149
WBGene00017241,1661
WBGene00017241,1394
WBGene00007059,2272
WBGene00006063,1406
WBGene00006063,1321
WBGene00017243,628
WBGene00017244,1204
WBGene00006827,1299
WBGene00017245,2012
WBGene00017253,1179
WBGene00017254,1034
WBGene00017255,1731
WBGene00017246,722
WBGene00017247,929
WBGene00017248,780
WBGene00017249,1502
WBGene00017250,1046
WBGene00017251,999
WBGene00017252,1141
WBGene00005442,987
WBGene00008574,852
WBGene00005341,1062
WBGene00005330,1011
WBGene00008575,681
WBGene00002195,1675
WBGene00002195,2009
WBGene00002195,1888
WBGene00017257,387
WBGene00017258,635
WBGene00017258,629
WBGene00000422,1572
WBGene00004998,600
WBGene00006472,2436
WBGene00006649,732
WBGene00017259,393
WBGene00017260,814
WBGene00017266,709
WBGene00017261,2299
WBGene00017261,1841
WBGene00004358,1597
WBGene00004358,1634
WBGene00017262,1235
WBGene00017263,1333
WBGene00000373,1590
WBGene00017264,1143
WBGene00017265,1215
WBGene00017265,1482
WBGene00017267,1149
WBGene00017275,1636
WBGene00017275,1627
WBGene00017268,1947
WBGene00002182,2144
WBGene00002182,2093
WBGene00017269,1122
WBGene00017270,846
WBGene00017271,858
WBGene00017272,789
WBGene00017272,782
WBGene00017273,1057
WBGene00017274,2018
WBGene00017274,2137
WBGene00017274,1943
WBGene00017274,2062
WBGene00017274,1794
WBGene00017274,1913
WBGene00008585,2128
WBGene00002124,1483
WBGene00044135,454
WBGene00008586,1256
WBGene00008587,1655
WBGene00006922,694
WBGene00008588,558
WBGene00008589,610
WBGene00001918,369
WBGene00001917,384
WBGene00001916,411
WBGene00008576,623
WBGene00008577,779
WBGene00002120,512
WBGene00008578,1563
WBGene00008579,781
WBGene00008580,1344
WBGene00008580,1239
WBGene00008580,1106
WBGene00008581,1129
WBGene00008581,570
WBGene00008582,658
WBGene00008582,677
WBGene00008582,507
WBGene00008582,565
WBGene00000704,960
WBGene00008583,1570
WBGene00008583,78
WBGene00008584,1146
WBGene00023502,1247
WBGene00000592,2068
WBGene00023515,864
WBGene00008590,509
WBGene00008591,545
WBGene00008592,444
WBGene00008592,309
WBGene00008593,1179
WBGene00008594,1305
WBGene00008595,1254
WBGene00008596,1259
WBGene00008597,1146
WBGene00008598,1750
WBGene00008599,2924
WBGene00008600,843
WBGene00008600,919
WBGene00008601,1533
WBGene00008601,1680
WBGene00008601,1681
WBGene00008601,1675
WBGene00008601,1553
WBGene00008601,1591
WBGene00008601,1782
WBGene00008601,1561
WBGene00008601,1681
WBGene00008601,1675
WBGene00045245,579
WBGene00008605,2035
WBGene00008605,2033
WBGene00008605,2231
WBGene00008606,1009
WBGene00008607,1847
WBGene00008609,1155
WBGene00001468,2038
WBGene00195212,165
WBGene00008602,2240
WBGene00008602,1959
WBGene00006839,2956
WBGene00006839,2889
WBGene00001331,1566
WBGene00008603,801
WBGene00008604,611
WBGene00017276,456
WBGene00001588,1338
WBGene00017277,1257
WBGene00017278,1017
WBGene00003462,234
WBGene00017279,1163
WBGene00003980,4273
WBGene00008610,991
WBGene00008611,1048
WBGene00008612,1352
WBGene00008613,1002
WBGene00008615,686
WBGene00008620,608
WBGene00044181,417
WBGene00044181,357
WBGene00044182,219
WBGene00044183,234
WBGene00044278,246
WBGene00077492,318
WBGene00077493,1002
WBGene00008616,942
WBGene00008617,799
WBGene00008618,906
WBGene00005145,975
WBGene00008619,1502
WBGene00003706,1428
WBGene00008621,1255
WBGene00008622,3223
WBGene00017280,1935
WBGene00001699,544
WBGene00017281,1374
WBGene00017294,279
WBGene00000988,1020
WBGene00017295,954
WBGene00017296,540
WBGene00017297,398
WBGene00017297,603
WBGene00017298,2422
WBGene00017298,2199
WBGene00004034,2332
WBGene00017288,1758
WBGene00017289,787
WBGene00017290,1100
WBGene00000094,1231
WBGene00017291,451
WBGene00006434,731
WBGene00006434,875
WBGene00006434,749
WBGene00017292,740
WBGene00017293,683
WBGene00017282,1338
WBGene00017283,1076
WBGene00005226,1029
WBGene00017284,2541
WBGene00017284,2549
WBGene00017285,1443
WBGene00017285,1457
WBGene00017286,800
WBGene00017287,246
WBGene00008623,681
WBGene00008623,822
WBGene00008624,1232
WBGene00008624,1157
WBGene00003421,4219
WBGene00003421,2876
WBGene00008625,644
WBGene00003533,1552
WBGene00002974,1865
WBGene00002974,1790
WBGene00008626,239
WBGene00008630,1125
WBGene00006026,927
WBGene00006027,924
WBGene00006028,930
WBGene00006021,960
WBGene00006021,327
WBGene00006022,972
WBGene00006024,906
WBGene00008627,2202
WBGene00008628,1376
WBGene00006025,1432
WBGene00008629,2267
WBGene00008629,2290
WBGene00017299,897
WBGene00003371,618
WBGene00003371,995
WBGene00003371,2131
WBGene00017300,3644
WBGene00017300,3623
WBGene00017301,1493
WBGene00017301,1539
WBGene00017301,1435
WBGene00017301,1569
WBGene00017301,1539
WBGene00017302,1902
WBGene00017302,1944
WBGene00017302,1901
WBGene00017302,1693
WBGene00017302,1735
WBGene00017303,365
WBGene00017304,974
WBGene00017304,645
WBGene00017305,394
WBGene00017306,592
WBGene00017307,689
WBGene00017308,486
WBGene00017309,2640
WBGene00045395,660
WBGene00017310,3053
WBGene00017311,1150
WBGene00017312,1877
WBGene00017313,2623
WBGene00017314,1783
WBGene00017315,1602
WBGene00005304,1059
WBGene00017316,1665
WBGene00017316,1793
WBGene00017317,1847
WBGene00044444,598
WBGene00007056,1311
WBGene00017319,1284
WBGene00003562,3933
WBGene00017320,1420
WBGene00000666,977
WBGene00017321,306
WBGene00017322,1972
WBGene00017323,657
WBGene00008631,570
WBGene00008636,852
WBGene00008637,1358
WBGene00006160,1083
WBGene00006162,1029
WBGene00008638,774
WBGene00045507,1045
WBGene00008632,967
WBGene00008633,613
WBGene00008634,1790
WBGene00006161,975
WBGene00006155,1014
WBGene00006154,1092
WBGene00006280,1080
WBGene00004421,699
WBGene00004421,717
WBGene00008639,1170
WBGene00008640,1591
WBGene00006655,1956
WBGene00008641,1380
WBGene00001281,2069
WBGene00004510,5483
WBGene00008642,2000
WBGene00008643,583
WBGene00017324,192
WBGene00002053,2078
WBGene00002053,2132
WBGene00002053,2179
WBGene00017325,361
WBGene00017326,1021
WBGene00002054,1805
WBGene00002054,1754
WBGene00002054,1907
WBGene00017327,650
WBGene00017327,2106
WBGene00044296,715
WBGene00044296,814
WBGene00044296,783
WBGene00002241,1236
WBGene00008644,2132
WBGene00008645,3378
WBGene00008646,2548
WBGene00001095,1894
WBGene00008647,1377
WBGene00003134,2116
WBGene00017328,1968
WBGene00017328,1984
WBGene00004931,805
WBGene00004931,870
WBGene00008648,1543
WBGene00008649,384
WBGene00008650,507
WBGene00008651,1680
WBGene00008652,2856
WBGene00008652,2277
WBGene00006237,1092
WBGene00017335,1104
WBGene00017336,1793
WBGene00017337,1113
WBGene00017329,1810
WBGene00017329,1716
WBGene00006163,1091
WBGene00017331,1722
WBGene00017332,1716
WBGene00017333,1572
WBGene00017334,423
WBGene00001399,1123
WBGene00017338,2050
WBGene00017339,1595
WBGene00017340,987
WBGene00017341,957
WBGene00017342,2346
WBGene00017342,597
WBGene00017342,1806
WBGene00017342,513
WBGene00017343,1742
WBGene00017351,1397
WBGene00017352,1006
WBGene00017344,738
WBGene00006893,2562
WBGene00017347,817
WBGene00017348,628
WBGene00004447,440
WBGene00004447,593
WBGene00017349,3200
WBGene00017350,1930
WBGene00017353,594
WBGene00017359,490
WBGene00017360,338
WBGene00017361,622
WBGene00017354,877
WBGene00017355,1292
WBGene00017356,982
WBGene00017357,695
WBGene00003243,2277
WBGene00003243,2234
WBGene00003243,2601
WBGene00017358,495
WBGene00017358,566
WBGene00004726,2664
WBGene00004760,7826
WBGene00008654,4046
WBGene00008655,1228
WBGene00008656,2059
WBGene00008659,1854
WBGene00008660,1787
WBGene00004118,1663
WBGene00017362,750
WBGene00235324,618
WBGene00235324,423
WBGene00017363,516
WBGene00017364,1456
WBGene00017365,528
WBGene00005983,776
WBGene00005983,966
WBGene00017366,2025
WBGene00005402,1020
WBGene00017367,549
WBGene00006497,2535
WBGene00006497,2552
WBGene00017373,6274
WBGene00017373,5839
WBGene00017373,5546
WBGene00017374,507
WBGene00044744,503
WBGene00006626,3163
WBGene00006817,1030
WBGene00004737,2135
WBGene00017369,1508
WBGene00017369,1605
WBGene00017371,1083
WBGene00004461,1654
WBGene00004461,1710
WBGene00017372,2479
WBGene00017372,2496
WBGene00008661,1093
WBGene00008661,382
WBGene00008662,785
WBGene00003803,1454
WBGene00003803,1781
WBGene00008663,1460
WBGene00008663,1218
WBGene00003564,1100
WBGene00008664,1105
WBGene00008665,1112
WBGene00008665,919
WBGene00008666,3278
WBGene00008666,3250
WBGene00008667,824
WBGene00008667,1324
WBGene00008668,660
WBGene00000908,3683
WBGene00000908,3479
WBGene00000908,2192
WBGene00000908,3901
WBGene00008682,4222
WBGene00008682,4216
WBGene00008683,758
WBGene00008684,1878
WBGene00008684,376
WBGene00008685,5285
WBGene00008685,5291
WBGene00008686,1881
WBGene00008687,1375
WBGene00008687,1061
WBGene00008687,1114
WBGene00008688,1270
WBGene00044329,1058
WBGene00008669,1729
WBGene00008669,1764
WBGene00008670,2056
WBGene00008670,1939
WBGene00005486,1029
WBGene00001591,1573
WBGene00008678,1006
WBGene00008679,564
WBGene00008680,626
WBGene00044184,456
WBGene00045510,610
WBGene00045511,542
WBGene00005484,993
WBGene00008671,606
WBGene00008672,612
WBGene00008673,1108
WBGene00008673,1188
WBGene00008674,147
WBGene00008675,1083
WBGene00008676,1993
WBGene00008677,1871
WBGene00206532,87
WBGene00002232,2303
WBGene00002232,2516
WBGene00008681,1312
WBGene00008690,715
WBGene00195214,270
WBGene00008691,773
WBGene00008692,1844
WBGene00008693,906
WBGene00008694,5492
WBGene00008694,5505
WBGene00008694,5534
WBGene00008694,4156
WBGene00008694,4169
WBGene00008694,4198
WBGene00008694,2441
WBGene00008694,2454
WBGene00008694,2483
WBGene00008694,5534
WBGene00008694,5547
WBGene00008694,5576
WBGene00008694,3013
WBGene00008694,3026
WBGene00008694,3055
WBGene00003623,2569
WBGene00003623,2465
WBGene00003623,2333
WBGene00003623,2350
WBGene00045495,399
WBGene00045495,786
WBGene00045495,630
WBGene00195213,261
WBGene00008695,1296
WBGene00006845,1797
WBGene00006789,6206
WBGene00006789,6071
WBGene00006789,6264
WBGene00017375,1269
WBGene00017376,491
WBGene00006886,1329
WBGene00006886,1486
WBGene00000792,5420
WBGene00003891,1175
WBGene00017378,695
WBGene00017378,435
WBGene00017379,431
WBGene00008696,861
WBGene00045361,693
WBGene00045362,547
WBGene00045364,855
WBGene00206492,511
WBGene00008698,1267
WBGene00008699,687
WBGene00008700,831
WBGene00008701,426
WBGene00008702,735
WBGene00008703,969
WBGene00017380,2824
WBGene00017380,1230
WBGene00017380,2544
WBGene00017381,2685
WBGene00017381,2592
WBGene00017381,2731
WBGene00017382,1149
WBGene00017383,339
WBGene00043980,1760
WBGene00008713,535
WBGene00008713,352
WBGene00023501,647
WBGene00023501,684
WBGene00023501,697
WBGene00008706,1603
WBGene00008706,1617
WBGene00008706,1578
WBGene00001733,380
WBGene00008707,1203
WBGene00008707,1308
WBGene00008708,550
WBGene00008708,360
WBGene00008708,385
WBGene00001240,1039
WBGene00008709,759
WBGene00008710,3191
WBGene00008711,1808
WBGene00008711,1574
WBGene00008711,743
WBGene00008712,633
WBGene00008714,1928
WBGene00008714,1763
WBGene00008714,791
WBGene00008716,723
WBGene00008717,741
WBGene00003249,743
WBGene00008719,432
WBGene00044399,564
WBGene00001756,678
WBGene00000606,1092
WBGene00000609,1057
WBGene00000649,978
WBGene00017388,530
WBGene00044384,603
WBGene00001755,739
WBGene00001754,777
WBGene00017384,516
WBGene00017385,994
WBGene00017385,773
WBGene00001027,2005
WBGene00017386,345
WBGene00017387,885
WBGene00004341,1387
WBGene00004341,1660
WBGene00017389,1649
WBGene00000597,921
WBGene00000872,4504
WBGene00000872,4510
WBGene00017390,273
WBGene00017393,1968
WBGene00017394,464
WBGene00017395,378
WBGene00017396,412
WBGene00017397,2065
WBGene00077704,391
WBGene00000020,6670
WBGene00000020,6559
WBGene00017398,1763
WBGene00017398,1637
WBGene00017398,440
WBGene00017399,1353
WBGene00017399,1275
WBGene00017400,1213
WBGene00017400,1074
WBGene00017401,492
WBGene00017402,514
WBGene00044694,965
WBGene00044811,941
WBGene00086558,648
WBGene00017403,510
WBGene00017404,594
WBGene00017405,1100
WBGene00017406,993
WBGene00017407,487
WBGene00017408,973
WBGene00044692,1020
WBGene00044693,939
WBGene00001374,1730
WBGene00001374,1614
WBGene00001374,1713
WBGene00001374,1714
WBGene00008720,2841
WBGene00004360,1648
WBGene00004360,1683
WBGene00004360,1683
WBGene00004360,733
WBGene00004360,790
WBGene00006406,3565
WBGene00006406,3351
WBGene00006406,2190
WBGene00006406,3426
WBGene00004755,3823
WBGene00008722,1507
WBGene00008722,1532
WBGene00000702,1353
WBGene00017410,429
WBGene00195154,218
WBGene00017411,898
WBGene00017412,1011
WBGene00017413,403
WBGene00017414,564
WBGene00017415,969
WBGene00003708,990
WBGene00044531,279
WBGene00008724,1117
WBGene00001792,893
WBGene00008726,652
WBGene00008727,1035
WBGene00008728,1053
WBGene00045357,1083
WBGene00005140,966
WBGene00005745,981
WBGene00008725,1221
WBGene00005577,978
WBGene00006575,3534
WBGene00006575,2370
WBGene00006575,3535
WBGene00006575,1826
WBGene00006575,3391
WBGene00006575,3548
WBGene00006575,3475
WBGene00006575,2368
WBGene00006575,1839
WBGene00004414,1293
WBGene00004414,1226
WBGene00004414,1149
WBGene00004414,1001
WBGene00004414,934
WBGene00008729,1684
WBGene00008730,1697
WBGene00008731,2220
WBGene00008732,1474
WBGene00008732,1560
WBGene00002084,794
WBGene00008733,2287
WBGene00008734,405
WBGene00017416,1092
WBGene00017417,1170
WBGene00017418,1358
WBGene00017419,5296
WBGene00017419,5243
WBGene00017419,5227
WBGene00017420,738
WBGene00002239,2629
WBGene00002239,2640
WBGene00017421,1409
WBGene00001425,573
WBGene00001425,629
WBGene00017422,702
WBGene00017422,873
WBGene00017423,1657
WBGene00017424,1242
WBGene00017424,406
WBGene00017426,798
WBGene00006825,1510
WBGene00006825,1534
WBGene00017427,1420
WBGene00001824,3022
WBGene00001824,4283
WBGene00017428,632
WBGene00017429,1199
WBGene00017429,1249
WBGene00008744,852
WBGene00002262,1104
WBGene00008739,979
WBGene00000114,1789
WBGene00000114,1828
WBGene00000114,1840
WBGene00000114,1824
WBGene00008740,1452
WBGene00008741,2081
WBGene00008741,2036
WBGene00001679,2329
WBGene00001679,2414
WBGene00001679,2389
WBGene00001679,1091
WBGene00008742,677
WBGene00008743,1710
WBGene00008743,1688
WBGene00008743,1595
WBGene00008735,5062
WBGene00008735,5128
WBGene00008736,1326
WBGene00008737,1195
WBGene00008745,895
WBGene00008746,2268
WBGene00008747,981
WBGene00008748,1415
WBGene00008749,1113
WBGene00006468,4340
WBGene00008750,1989
WBGene00008759,690
WBGene00008760,1574
WBGene00008760,1548
WBGene00008761,293
WBGene00044797,841
WBGene00045207,669
WBGene00045208,394
WBGene00045209,186
WBGene00194922,135
WBGene00008751,153
WBGene00008752,153
WBGene00008753,1230
WBGene00008754,1080
WBGene00008755,1003
WBGene00008755,1045
WBGene00008757,642
WBGene00008758,981
WBGene00008758,966
WBGene00007058,1872
WBGene00007058,1933
WBGene00007058,1764
WBGene00007058,1413
WBGene00007058,1693
WBGene00007058,1324
WBGene00008772,654
WBGene00045038,809
WBGene00008762,1754
WBGene00008768,386
WBGene00008768,364
WBGene00008768,262
WBGene00008769,959
WBGene00008770,970
WBGene00005131,1011
WBGene00008763,1553
WBGene00008763,1449
WBGene00008764,630
WBGene00008765,1015
WBGene00008765,1273
WBGene00008765,952
WBGene00008765,1210
WBGene00008766,1074
WBGene00008767,1570
WBGene00008767,1561
WBGene00008767,1647
WBGene00001136,1540
WBGene00001136,1580
WBGene00003236,560
WBGene00008773,517
WBGene00003586,1288
WBGene00003586,1202
WBGene00008774,2248
WBGene00008774,2254
WBGene00008774,2215
WBGene00008774,2237
WBGene00008774,2221
WBGene00008775,2815
WBGene00008775,2562
WBGene00008775,2589
WBGene00008775,2571
WBGene00008775,2598
WBGene00008776,1383
WBGene00008777,324
WBGene00044784,516
WBGene00044784,93
WBGene00045056,689
WBGene00017430,3423
WBGene00017430,2648
WBGene00017430,2660
WBGene00017431,1774
WBGene00017433,1488
WBGene00000259,3688
WBGene00000259,1955
WBGene00000259,1803
WBGene00000259,1884
WBGene00017443,1691
WBGene00017444,435
WBGene00017444,421
WBGene00017434,471
WBGene00017434,871
WBGene00017435,3068
WBGene00017436,1257
WBGene00017436,1227
WBGene00017437,1140
WBGene00017438,1586
WBGene00017438,1808
WBGene00017439,1021
WBGene00017440,1268
WBGene00017441,1563
WBGene00017442,1245
WBGene00008778,1077
WBGene00008779,2312
WBGene00008780,1965
WBGene00008780,2009
WBGene00008781,3746
WBGene00008782,1024
WBGene00008783,2221
WBGene00008784,1320
WBGene00008785,1107
WBGene00008786,2019
WBGene00008787,1071
WBGene00003732,2957
WBGene00003732,2677
WBGene00017445,490
WBGene00003987,1620
WBGene00017446,392
WBGene00017447,2106
WBGene00017447,2144
WBGene00017447,2036
WBGene00017447,2114
WBGene00017447,2138
WBGene00017447,2092
WBGene00017447,2011
WBGene00017448,1540
WBGene00017449,1774
WBGene00017463,2424
WBGene00017463,2798
WBGene00006826,1527
WBGene00006826,1501
WBGene00003166,1805
WBGene00003166,1693
WBGene00003166,1533
WBGene00017464,2172
WBGene00006411,1405
WBGene00006411,1398
WBGene00017450,960
WBGene00017459,744
WBGene00017460,954
WBGene00017461,1027
WBGene00017461,1065
WBGene00017462,622
WBGene00023427,975
WBGene00077751,1594
WBGene00206522,1370
WBGene00017451,610
WBGene00017451,674
WBGene00017452,1025
WBGene00017452,810
WBGene00017453,385
WBGene00017454,1317
WBGene00017455,496
WBGene00017456,1320
WBGene00008788,531
WBGene00008797,312
WBGene00008798,346
WBGene00045331,401
WBGene00045490,342
WBGene00206501,350
WBGene00008789,1516
WBGene00008790,339
WBGene00008792,309
WBGene00008792,201
WBGene00008793,1516
WBGene00008793,630
WBGene00008793,686
WBGene00008793,1522
WBGene00008794,323
WBGene00008795,846
WBGene00008796,384
WBGene00008799,1419
WBGene00008800,3811
WBGene00008800,4019
WBGene00008800,3805
WBGene00008800,4013
WBGene00008801,1363
WBGene00008802,1305
WBGene00008802,1383
WBGene00008803,1044
WBGene00008804,1331
WBGene00195147,414
WBGene00008819,1661
WBGene00008819,1941
WBGene00008819,1804
WBGene00008819,1727
WBGene00008819,1722
WBGene00008819,1721
WBGene00008819,2082
WBGene00008819,1999
WBGene00008820,508
WBGene00006870,1368
WBGene00006870,810
WBGene00006870,1818
WBGene00008805,2309
WBGene00008806,1534
WBGene00008807,270
WBGene00045480,477
WBGene00008808,1197
WBGene00003411,4649
WBGene00003411,4730
WBGene00000673,1117
WBGene00008809,1554
WBGene00008810,1672
WBGene00008811,911
WBGene00008812,2814
WBGene00008812,2736
WBGene00206390,501
WBGene00006125,1050
WBGene00005788,1134
WBGene00005789,1149
WBGene00008818,1026
WBGene00023505,987
WBGene00044185,204
WBGene00235339,270
WBGene00008814,996
WBGene00008815,981
WBGene00005790,888
WBGene00005791,1158
WBGene00005783,960
WBGene00008816,265
WBGene00008817,594
WBGene00005347,1011
WBGene00017465,844
WBGene00017466,2599
WBGene00017467,2852
WBGene00017468,1162
WBGene00017469,540
WBGene00005346,1005
WBGene00044536,406
WBGene00000738,1051
WBGene00219368,500
WBGene00017470,936
WBGene00017471,883
WBGene00017472,1676
WBGene00017472,1618
WBGene00017473,381
WBGene00017474,359
WBGene00017475,960
WBGene00005598,1008
WBGene00008829,1517
WBGene00008830,1068
WBGene00008831,495
WBGene00045513,144
WBGene00219414,291
WBGene00008821,1330
WBGene00008822,1024
WBGene00008823,957
WBGene00008824,946
WBGene00008825,1038
WBGene00008826,1041
WBGene00008828,600
WBGene00008832,1414
WBGene00008832,1386
WBGene00008832,1175
WBGene00008833,939
WBGene00008834,699
WBGene00008835,705
WBGene00000562,2574
WBGene00077582,267
WBGene00000757,971
WBGene00000757,990
WBGene00000757,958
WBGene00006610,1953
WBGene00005129,1154
WBGene00005128,1014
WBGene00001164,649
WBGene00004719,3059
WBGene00004719,2508
WBGene00008837,1098
WBGene00008844,384
WBGene00044323,570
WBGene00044322,477
WBGene00044322,488
WBGene00008847,1054
WBGene00008838,914
WBGene00008839,1089
WBGene00005173,978
WBGene00008840,889
WBGene00008841,523
WBGene00005174,963
WBGene00008843,1226
WBGene00017476,463
WBGene00017477,387
WBGene00001052,1603
WBGene00001052,1429
WBGene00001052,1420
WBGene00017478,1979
WBGene00017480,1181
WBGene00017480,1080
WBGene00001090,3299
WBGene00001090,2520
WBGene00017481,695
WBGene00017481,640
WBGene00001387,644
WBGene00045418,1280
WBGene00045418,1123
WBGene00138724,330
WBGene00001388,714
WBGene00001389,623
WBGene00001389,623
WBGene00001389,271
WBGene00008848,3728
WBGene00008849,1096
WBGene00008849,420
WBGene00008849,513
WBGene00008849,174
WBGene00008850,1569
WBGene00001475,8061
WBGene00001475,6964
WBGene00001475,5105
WBGene00008851,654
WBGene00008851,678
WBGene00001109,1388
WBGene00004773,2843
WBGene00008852,1810
WBGene00008852,1756
WBGene00008852,1839
WBGene00001131,11184
WBGene00001131,1088
WBGene00001131,10506
WBGene00001131,7707
WBGene00001131,4893
WBGene00001131,822
WBGene00001131,732
WBGene00001131,938
WBGene00001131,11151
WBGene00001131,10473
WBGene00001131,7674
WBGene00008853,1146
WBGene00008854,2475
WBGene00008855,295
WBGene00008856,989
WBGene00008857,865
WBGene00008858,968
WBGene00077557,295
WBGene00000274,5235
WBGene00008859,619
WBGene00008860,373
WBGene00008861,1893
WBGene00008862,1606
WBGene00008863,518
WBGene00008863,536
WBGene00001459,581
WBGene00017490,465
WBGene00017496,861
WBGene00017497,1002
WBGene00017498,544
WBGene00017498,502
WBGene00017499,456
WBGene00017500,465
WBGene00017501,778
WBGene00017501,643
