WBID,length
WBGene00003658,1332
WBGene00003658,1336
WBGene00003658,566
WBGene00003658,569
WBGene00003658,663
WBGene00003659,1334
WBGene00003660,1378
WBGene00003661,2277
WBGene00003661,2154
WBGene00003662,1256
WBGene00003663,1454
WBGene00003664,951
WBGene00003665,1044
WBGene00003667,1141
WBGene00003668,1256
WBGene00003669,1458
WBGene00003669,942
WBGene00003670,1532
WBGene00003670,1538
WBGene00003671,1058
WBGene00003672,981
WBGene00003673,1823
WBGene00003674,1371
WBGene00003675,1626
WBGene00003675,1325
WBGene00003676,1381
WBGene00003676,1403
WBGene00003677,1140
WBGene00003678,2846
WBGene00003678,2928
WBGene00003678,1872
WBGene00003678,1954
WBGene00003679,993
WBGene00003680,1289
WBGene00003681,1863
WBGene00003681,1860
WBGene00003681,1860
WBGene00003681,1489
WBGene00003681,1860
WBGene00003681,1841
WBGene00003682,1145
WBGene00003684,1269
WBGene00003684,850
WBGene00003685,1629
WBGene00003685,1519
WBGene00003686,1209
WBGene00003687,2186
WBGene00003687,1928
WBGene00003687,1871
WBGene00003687,2211
WBGene00003688,1402
WBGene00003689,1304
WBGene00003690,1387
WBGene00003691,1226
WBGene00003691,1171
WBGene00003692,1370
WBGene00003693,1213
WBGene00003694,1589
WBGene00003694,807
WBGene00003694,1222
WBGene00003694,1325
WBGene00003695,1367
WBGene00003695,1421
WBGene00003695,1319
WBGene00003695,1373
WBGene00003696,1227
WBGene00003697,1139
WBGene00003697,1162
WBGene00003698,1122
WBGene00003699,1351
WBGene00003699,986
WBGene00003699,1133
WBGene00003700,1604
WBGene00003700,1379
WBGene00003700,1415
WBGene00003701,936
WBGene00003702,1138
WBGene00003702,1089
WBGene00003703,1129
WBGene00003704,1405
WBGene00003704,1423
WBGene00003704,1329
WBGene00003704,1347
WBGene00003705,1265
WBGene00003705,1340
WBGene00003706,1428
WBGene00003707,1585
WBGene00003707,1695
WBGene00003708,990
WBGene00003709,2292
WBGene00003710,1684
WBGene00003711,1557
WBGene00003711,1701
WBGene00003711,1563
WBGene00003711,1707
WBGene00003712,1161
WBGene00003713,1347
WBGene00003714,1205
WBGene00003714,1208
WBGene00003715,1338
WBGene00003716,1459
WBGene00003717,1716
WBGene00003718,1243
WBGene00003718,1523
WBGene00003718,1360
WBGene00003719,1290
WBGene00003719,1361
WBGene00003720,1376
WBGene00003721,1337
WBGene00003722,1269
WBGene00003723,1282
WBGene00003724,1275
WBGene00003724,1374
WBGene00003725,1203
WBGene00003726,1420
WBGene00003727,1355
WBGene00003727,1577
WBGene00003727,1208
WBGene00003728,1550
WBGene00003729,1613
WBGene00003730,2058
WBGene00003731,2079
WBGene00003731,2022
WBGene00003732,2957
WBGene00003732,2677
WBGene00003733,2380
WBGene00003733,2432
WBGene00003734,1645
WBGene00003734,2005
WBGene00003735,2780
WBGene00003735,2672
WBGene00003736,2365
WBGene00003736,2091
WBGene00003736,2003
WBGene00003736,2130
WBGene00003738,5020
WBGene00003738,4849
WBGene00003738,4012
WBGene00003739,702
WBGene00003740,704
WBGene00003741,528
WBGene00003742,533
WBGene00003743,502
WBGene00003743,468
WBGene00003744,573
WBGene00003744,548
WBGene00003744,768
WBGene00003745,527
WBGene00003745,549
WBGene00003746,837
WBGene00003747,699
WBGene00003747,602
WBGene00003748,619
WBGene00003749,645
WBGene00003750,481
WBGene00003751,750
WBGene00003752,1011
WBGene00003752,957
WBGene00003753,741
WBGene00003754,1226
WBGene00003754,976
WBGene00003755,433
WBGene00003756,522
WBGene00003756,542
WBGene00003757,300
WBGene00003758,474
WBGene00003758,528
WBGene00003759,586
WBGene00003759,781
WBGene00003760,334
WBGene00003761,505
WBGene00003762,475
WBGene00003762,471
WBGene00003763,328
WBGene00003764,310
WBGene00003765,603
WBGene00003766,333
WBGene00003767,368
WBGene00003768,718
WBGene00003769,446
WBGene00003770,378
WBGene00003771,352
WBGene00003772,3682
WBGene00003773,469
WBGene00003774,3152
WBGene00003774,3251
WBGene00003775,3471
WBGene00003775,1764
WBGene00003776,6384
WBGene00003777,6494
WBGene00003778,3224
WBGene00003779,1548
WBGene00003779,1030
WBGene00003783,1211
WBGene00003784,1222
WBGene00003784,1135
WBGene00003785,2732
WBGene00003785,3201
WBGene00003786,4434
WBGene00003786,1729
WBGene00003786,3682
WBGene00003787,2350
WBGene00003787,2027
WBGene00003787,2297
WBGene00003788,1914
WBGene00003789,5277
WBGene00003789,5150
WBGene00003790,1811
WBGene00003791,2604
WBGene00003792,4893
WBGene00003792,4865
WBGene00003792,2670
WBGene00003793,4418
WBGene00003793,4844
WBGene00003794,1383
WBGene00003794,4292
WBGene00003794,1282
WBGene00003795,2946
WBGene00003795,2965
WBGene00003795,3040
WBGene00003795,3018
WBGene00003795,3037
WBGene00003795,3112
WBGene00003796,3139
WBGene00003796,5319
WBGene00003796,3145
WBGene00003797,2602
WBGene00003797,2680
WBGene00003798,5919
WBGene00003799,2538
WBGene00003799,2931
WBGene00003799,2141
WBGene00003800,4570
WBGene00003801,3562
WBGene00003802,1697
WBGene00003802,1652
WBGene00003803,1454
WBGene00003803,1781
WBGene00003804,1428
WBGene00003805,1448
WBGene00003805,1384
WBGene00003806,1137
WBGene00003806,863
WBGene00003807,1495
WBGene00003808,1541
WBGene00003808,1396
WBGene00003808,1483
WBGene00003812,1873
WBGene00003812,1932
WBGene00003813,2573
WBGene00003815,1811
WBGene00003815,693
WBGene00003816,2017
WBGene00003818,2800
WBGene00003818,2662
WBGene00003818,2727
WBGene00003821,2118
WBGene00003822,5037
WBGene00003825,1599
WBGene00003825,1883
WBGene00003825,1327
WBGene00003825,1468
WBGene00003825,1619
WBGene00003825,1532
WBGene00003825,1746
WBGene00003825,1312
WBGene00003825,1292
WBGene00003825,1532
WBGene00003826,2201
WBGene00003826,2202
WBGene00003826,1186
WBGene00003826,1345
WBGene00003827,3301
WBGene00003827,2494
WBGene00003827,2474
WBGene00003827,3296
WBGene00003827,3281
WBGene00003828,1350
WBGene00003829,1035
WBGene00003830,2100
WBGene00003830,1573
WBGene00003830,2094
WBGene00003830,2367
WBGene00003830,1957
WBGene00003831,1600
WBGene00003834,2103
WBGene00003834,2048
WBGene00003835,1427
WBGene00003835,1396
WBGene00003836,576
WBGene00003836,565
WBGene00003837,1669
WBGene00003837,1681
WBGene00003838,2526
WBGene00003838,84
WBGene00003839,2782
WBGene00003840,2524
WBGene00003841,2397
WBGene00003842,1896
WBGene00003842,1833
WBGene00003843,2387
WBGene00003843,1295
WBGene00003844,1579
WBGene00003845,729
WBGene00003846,1022
WBGene00003847,2454
WBGene00003847,3267
WBGene00003848,3045
WBGene00003848,3204
WBGene00003849,924
WBGene00003849,1024
WBGene00003849,969
WBGene00003850,1071
WBGene00003851,1534
WBGene00003851,1565
WBGene00003851,1433
WBGene00003851,1439
WBGene00003851,1681
WBGene00003851,1526
WBGene00003854,1374
WBGene00003856,1113
WBGene00003858,4109
WBGene00003858,3575
WBGene00003859,452
WBGene00003860,379
WBGene00003861,456
WBGene00003862,1535
WBGene00003863,1497
WBGene00003864,1789
WBGene00003865,1546
WBGene00003868,1580
WBGene00003868,1574
WBGene00003870,1207
WBGene00003870,1221
WBGene00003876,2586
WBGene00003877,2931
WBGene00003877,2928
WBGene00003878,2404
WBGene00003879,827
WBGene00003882,1839
WBGene00003883,5370
WBGene00003884,2346
WBGene00003884,2200
WBGene00003885,2562
WBGene00003886,1457
WBGene00003887,2096
WBGene00003887,1885
WBGene00003888,1128
WBGene00003889,2875
WBGene00003890,1625
WBGene00003891,1175
WBGene00003892,2166
WBGene00003893,1137
WBGene00003893,949
WBGene00003893,1098
WBGene00003893,1023
WBGene00003898,3358
WBGene00003901,2160
WBGene00003901,2261
WBGene00003902,2144
WBGene00003902,2177
WBGene00003902,2302
WBGene00003902,2316
WBGene00003902,2273
WBGene00003902,2103
WBGene00003902,2136
WBGene00003902,2167
WBGene00003902,2200
WBGene00003902,2057
WBGene00003902,2136
WBGene00003902,2093
WBGene00003903,3009
WBGene00003903,3213
WBGene00003903,3153
WBGene00003903,3164
WBGene00003903,2643
WBGene00003903,2147
WBGene00003904,985
WBGene00003905,7773
WBGene00003906,1293
WBGene00003907,1706
WBGene00003907,1088
WBGene00003909,1011
WBGene00003911,2314
WBGene00003911,2304
WBGene00003911,2211
WBGene00003911,1027
WBGene00003912,1317
WBGene00003912,1108
WBGene00003912,1004
WBGene00003912,1084
WBGene00003912,1054
WBGene00003912,1098
WBGene00003914,2815
WBGene00003914,3006
WBGene00003915,1259
WBGene00003915,2201
WBGene00003915,809
WBGene00003916,3579
WBGene00003916,4070
WBGene00003916,3336
WBGene00003916,3651
WBGene00003916,2962
WBGene00003916,3543
WBGene00003916,3126
WBGene00003916,2231
WBGene00003916,690
WBGene00003916,3603
WBGene00003916,1968
WBGene00003916,4016
WBGene00003917,1052
WBGene00003917,2026
WBGene00003917,500
WBGene00003918,4153
WBGene00003918,4843
WBGene00003918,4162
WBGene00003918,4045
WBGene00003918,4701
WBGene00003918,4692
WBGene00003918,4538
WBGene00003918,3925
WBGene00003918,4929
WBGene00003918,4938
WBGene00003918,4006
WBGene00003918,4015
WBGene00003918,3769
WBGene00003918,3778
WBGene00003919,2328
WBGene00003919,1431
WBGene00003919,1842
WBGene00003920,1251
WBGene00003920,1107
WBGene00003920,1044
WBGene00003920,1182
WBGene00003921,1412
WBGene00003921,1342
WBGene00003921,1328
WBGene00003922,1057
WBGene00003923,843
WBGene00003923,890
WBGene00003924,896
WBGene00003924,1052
WBGene00003925,887
WBGene00003925,934
WBGene00003926,855
WBGene00003926,856
WBGene00003927,945
WBGene00003928,983
WBGene00003928,996
WBGene00003929,3973
WBGene00003930,2853
WBGene00003931,1599
WBGene00003932,1262
WBGene00003933,2115
WBGene00003934,767
WBGene00003934,655
WBGene00003934,638
WBGene00003934,669
WBGene00003934,621
WBGene00003934,663
WBGene00003934,611
WBGene00003934,738
WBGene00003936,2520
WBGene00003936,2520
WBGene00003936,2340
WBGene00003936,2340
WBGene00003936,2649
WBGene00003936,2649
WBGene00003936,3438
WBGene00003936,3299
WBGene00003936,3308
WBGene00003936,2464
WBGene00003936,1868
WBGene00003936,1685
WBGene00003936,2045
WBGene00003936,1721
WBGene00003936,1883
WBGene00003936,1555
WBGene00003936,2248
WBGene00003936,2377
WBGene00003936,2604
WBGene00003936,2430
WBGene00003936,2404
WBGene00003936,1910
WBGene00003936,1727
WBGene00003936,2087
WBGene00003936,1925
WBGene00003937,774
WBGene00003938,1056
WBGene00003938,870
WBGene00003939,927
WBGene00003941,703
WBGene00003943,2681
WBGene00003947,832
WBGene00003948,1009
WBGene00003949,828
WBGene00003950,1023
WBGene00003951,1234
WBGene00003952,881
WBGene00003953,955
WBGene00003954,937
WBGene00003954,919
WBGene00003955,999
WBGene00003956,1957
WBGene00003957,3504
WBGene00003958,3349
WBGene00003958,3361
WBGene00003959,3285
WBGene00003960,1364
WBGene00003960,1318
WBGene00003961,2241
WBGene00003961,2425
WBGene00003961,2463
WBGene00003961,2524
WBGene00003962,1597
WBGene00003962,1612
WBGene00003963,1866
WBGene00003963,1762
WBGene00003963,1698
WBGene00003963,1594
WBGene00003963,1500
WBGene00003963,1396
WBGene00003964,1699
WBGene00003964,1706
WBGene00003964,1731
WBGene00003965,2401
WBGene00003965,2413
WBGene00003966,480
WBGene00003967,1281
WBGene00003967,1343
WBGene00003967,744
WBGene00003967,806
WBGene00003967,1352
WBGene00003968,2166
WBGene00003968,1905
WBGene00003969,2363
WBGene00003969,2040
WBGene00003969,2168
WBGene00003970,3628
WBGene00003975,611
WBGene00003976,795
WBGene00003976,698
WBGene00003977,996
WBGene00003978,2010
WBGene00003979,1475
WBGene00003979,1373
WBGene00003979,1340
WBGene00003980,4273
WBGene00003981,1625
WBGene00003982,1587
WBGene00003982,1620
WBGene00003983,1444
WBGene00003986,2809
WBGene00003986,2837
WBGene00003986,3020
WBGene00003986,2383
WBGene00003987,1620
WBGene00003989,699
WBGene00003990,895
WBGene00003991,532
WBGene00003992,2383
WBGene00003992,2390
WBGene00003992,2498
WBGene00003993,1714
WBGene00003994,2296
WBGene00003994,2140
WBGene00003995,4100
WBGene00003996,4154
WBGene00003997,3896
WBGene00003997,3916
WBGene00003998,4070
WBGene00003998,3952
WBGene00003999,3883
WBGene00003999,3544
WBGene00004000,3971
WBGene00004000,3898
WBGene00004000,3891
WBGene00004000,3906
WBGene00004001,3792
WBGene00004002,3909
WBGene00004003,3986
WBGene00004004,4279
WBGene00004005,3936
WBGene00004006,4085
WBGene00004007,4086
WBGene00004008,4294
WBGene00004010,1476
WBGene00004010,1362
WBGene00004011,872
WBGene00004013,2260
WBGene00004013,2102
WBGene00004013,1862
WBGene00004014,1078
WBGene00004015,1360
WBGene00004016,342
WBGene00004017,864
WBGene00004020,1509
WBGene00004020,1589
WBGene00004023,1581
WBGene00004024,1198
WBGene00004025,1738
WBGene00004026,957
WBGene00004027,1098
WBGene00004027,1129
WBGene00004027,400
WBGene00004028,2246
WBGene00004028,1330
WBGene00004028,1861
WBGene00004028,482
WBGene00004029,1463
WBGene00004029,1338
WBGene00004029,1569
WBGene00004030,1128
WBGene00004030,761
WBGene00004031,3379
WBGene00004031,3385
WBGene00004032,2505
WBGene00004032,2222
WBGene00004032,2651
WBGene00004033,2378
WBGene00004033,2362
WBGene00004033,3094
WBGene00004033,2592
WBGene00004034,2332
WBGene00004035,4475
WBGene00004036,5938
WBGene00004036,5909
WBGene00004036,5887
WBGene00004036,6134
WBGene00004036,5939
WBGene00004036,5963
WBGene00004037,2837
WBGene00004038,4422
WBGene00004039,2481
WBGene00004040,4659
WBGene00004042,2288
WBGene00004042,2299
WBGene00004043,2138
WBGene00004044,2052
WBGene00004044,2183
WBGene00004045,3340
WBGene00004045,3312
WBGene00004046,977
WBGene00004047,6590
WBGene00004047,6222
WBGene00004047,5655
WBGene00004047,5622
WBGene00004047,3876
WBGene00004047,3909
WBGene00004048,5448
WBGene00004049,2987
WBGene00004050,1861
WBGene00004051,2617
WBGene00004051,2566
WBGene00004051,2114
WBGene00004051,2201
WBGene00004051,2048
WBGene00004051,2620
WBGene00004051,2557
WBGene00004051,2611
WBGene00004051,2626
WBGene00004052,1680
WBGene00004053,6962
WBGene00004053,6848
WBGene00004055,1651
WBGene00004056,1537
WBGene00004056,1522
WBGene00004056,917
WBGene00004056,902
WBGene00004057,1862
WBGene00004057,1781
WBGene00004057,1256
WBGene00004057,1175
WBGene00004058,2089
WBGene00004059,2112
WBGene00004060,2597
WBGene00004060,2644
WBGene00004061,2326
WBGene00004062,1870
WBGene00004062,1954
WBGene00004062,2310
WBGene00004063,3242
WBGene00004063,2448
WBGene00004063,3217
WBGene00004064,2638
WBGene00004064,359
WBGene00004068,1578
WBGene00004068,1751
WBGene00004068,1496
WBGene00004068,1669
WBGene00004068,1457
WBGene00004068,1555
WBGene00004075,3649
WBGene00004075,3800
WBGene00004075,3430
WBGene00004075,3279
WBGene00004076,6523
WBGene00004076,6453
WBGene00004076,2794
WBGene00004076,6828
WBGene00004076,6758
WBGene00004077,1317
WBGene00004078,1119
WBGene00004083,1490
WBGene00004084,1427
WBGene00004085,1601
WBGene00004086,1216
WBGene00004086,764
WBGene00004087,2395
WBGene00004088,1533
WBGene00004089,4792
WBGene00004090,1320
WBGene00004091,2108
WBGene00004091,2114
WBGene00004092,1009
WBGene00004093,2913
WBGene00004093,565
WBGene00004093,2848
WBGene00004093,2501
WBGene00004094,3228
WBGene00004095,3364
WBGene00004095,5319
WBGene00004095,2388
WBGene00004095,2326
WBGene00004095,2173
WBGene00004095,2171
WBGene00004095,1691
WBGene00004095,2380
WBGene00004096,1092
WBGene00004096,1148
WBGene00004097,348
WBGene00004098,1314
WBGene00004099,1228
WBGene00004100,1258
WBGene00004101,2543
WBGene00004101,2590
WBGene00004102,1316
WBGene00004103,1227
WBGene00004104,2091
WBGene00004104,2358
WBGene00004105,2148
WBGene00004105,2139
WBGene00004105,1991
WBGene00004105,1999
WBGene00004105,2000
WBGene00004105,1682
WBGene00004105,1690
WBGene00004105,1985
WBGene00004105,1993
WBGene00004105,1691
WBGene00004106,3543
WBGene00004107,987
WBGene00004108,2120
WBGene00004108,2188
WBGene00004108,1568
WBGene00004108,1481
WBGene00004108,1045
WBGene00004109,1591
WBGene00004109,1614
WBGene00004110,3907
WBGene00004111,3134
WBGene00004111,3188
WBGene00004111,2472
WBGene00004111,2025
WBGene00004112,3771
WBGene00004112,2312
WBGene00004112,3051
WBGene00004112,2255
WBGene00004112,2048
WBGene00004112,1985
WBGene00004112,3516
WBGene00004112,3459
WBGene00004112,3252
WBGene00004112,3189
WBGene00004112,3378
WBGene00004112,3321
WBGene00004112,3114
WBGene00004112,3306
WBGene00004112,3714
WBGene00004112,3507
WBGene00004112,3444
WBGene00004112,3633
WBGene00004112,3576
WBGene00004112,3369
WBGene00004113,985
WBGene00004114,2095
WBGene00004115,1995
WBGene00004116,2239
WBGene00004116,2050
WBGene00004116,1831
WBGene00004116,1799
WBGene00004116,2006
WBGene00004116,2202
WBGene00004117,4695
WBGene00004117,4701
WBGene00004118,1663
WBGene00004119,1244
WBGene00004119,1184
WBGene00004120,1960
WBGene00004120,1954
WBGene00004121,3809
WBGene00004121,2693
WBGene00004121,3815
WBGene00004121,1958
WBGene00004121,2251
WBGene00004122,1741
WBGene00004122,1819
WBGene00004123,3241
WBGene00004123,3197
WBGene00004123,2940
WBGene00004124,1841
WBGene00004125,1491
WBGene00004126,2336
WBGene00004127,2739
WBGene00004128,6286
WBGene00004128,6391
WBGene00004128,4437
WBGene00004128,1579
WBGene00004129,1678
WBGene00004129,1629
WBGene00004129,1166
WBGene00004130,14161
WBGene00004130,13098
WBGene00004130,13273
WBGene00004130,12990
WBGene00004130,15313
WBGene00004130,15190
WBGene00004130,15535
WBGene00004130,15412
WBGene00004130,13618
WBGene00004130,13495
WBGene00004131,2087
WBGene00004131,1965
WBGene00004131,1995
WBGene00004131,1908
WBGene00004131,2071
WBGene00004132,3261
WBGene00004133,1223
WBGene00004134,3586
WBGene00004135,1076
WBGene00004136,1638
WBGene00004136,1642
WBGene00004136,1691
WBGene00004136,1680
WBGene00004138,1285
WBGene00004138,1468
WBGene00004139,1267
WBGene00004140,5533
WBGene00004141,1223
WBGene00004143,2311
WBGene00004144,509
WBGene00004145,4402
WBGene00004146,1434
WBGene00004147,3193
WBGene00004147,2735
WBGene00004148,5222
WBGene00004148,1950
WBGene00004149,1698
WBGene00004150,2264
WBGene00004151,471
WBGene00004151,449
WBGene00004152,893
WBGene00004152,721
WBGene00004152,2038
WBGene00004153,1053
WBGene00004154,1394
WBGene00004154,1912
WBGene00004155,2780
WBGene00004155,2879
WBGene00004156,1456
WBGene00004156,1081
WBGene00004157,1651
WBGene00004157,1601
WBGene00004157,1664
WBGene00004157,1517
WBGene00004157,249
WBGene00004158,1008
WBGene00004159,1008
WBGene00004160,1008
WBGene00004161,4509
WBGene00004161,4400
WBGene00004161,4599
WBGene00004161,4490
WBGene00004163,1369
WBGene00004164,1451
WBGene00004164,1650
WBGene00004164,1480
WBGene00004164,1679
WBGene00004164,1172
WBGene00004164,1371
WBGene00004165,1223
WBGene00004166,7009
WBGene00004167,4986
WBGene00004167,4985
WBGene00004167,5073
WBGene00004167,5055
WBGene00004167,5067
WBGene00004168,641
WBGene00004169,1740
WBGene00004169,1431
WBGene00004170,1263
WBGene00004171,1260
WBGene00004172,1474
WBGene00004173,383
WBGene00004174,1432
WBGene00004175,990
WBGene00004176,531
WBGene00004177,533
WBGene00004178,2671
WBGene00004179,2595
WBGene00004179,2387
WBGene00004179,2524
WBGene00004180,1296
WBGene00004180,415
WBGene00004181,1598
WBGene00004181,1645
WBGene00004181,1605
WBGene00004181,1610
WBGene00004181,1293
WBGene00004182,2016
WBGene00004182,643
WBGene00004182,1692
WBGene00004182,2091
WBGene00004183,1790
WBGene00004183,1717
WBGene00004184,1549
WBGene00004184,1469
WBGene00004185,1712
WBGene00004186,2709
WBGene00004186,2484
WBGene00004187,7397
WBGene00004188,2096
WBGene00004189,1940
WBGene00004189,1808
WBGene00004190,1482
WBGene00004190,1486
WBGene00004190,1548
WBGene00004190,376
WBGene00004190,742
WBGene00004190,746
WBGene00004190,424
WBGene00004191,3374
WBGene00004191,1072
WBGene00004192,847
WBGene00004193,1270
WBGene00004193,826
WBGene00004194,1556
WBGene00004194,1547
WBGene00004195,2267
WBGene00004196,646
WBGene00004197,1145
WBGene00004198,1014
WBGene00004199,1043
WBGene00004201,1206
WBGene00004201,1240
WBGene00004202,1974
WBGene00004203,3008
WBGene00004203,2983
WBGene00004203,2983
WBGene00004203,2403
WBGene00004204,4815
WBGene00004205,1348
WBGene00004205,1060
WBGene00004205,1387
WBGene00004206,1293
WBGene00004206,1637
WBGene00004206,1605
WBGene00004207,2520
WBGene00004207,2093
WBGene00004207,2124
WBGene00004208,5039
WBGene00004208,4791
WBGene00004209,2004
WBGene00004210,4396
WBGene00004210,4405
WBGene00004210,4342
WBGene00004211,2811
WBGene00004212,1760
WBGene00004212,1697
WBGene00004212,1668
WBGene00004212,1605
WBGene00004212,1633
WBGene00004212,1570
WBGene00004212,1465
WBGene00004212,1536
WBGene00004212,1511
WBGene00004213,3546
WBGene00004213,2369
WBGene00004213,2202
WBGene00004214,2721
WBGene00004214,2742
WBGene00004215,6993
WBGene00004215,4944
WBGene00004215,4104
WBGene00004215,7134
WBGene00004215,6408
WBGene00004215,7065
WBGene00004215,4194
WBGene00004215,4025
WBGene00004215,7125
WBGene00004215,7197
WBGene00004215,5021
WBGene00004215,7070
WBGene00004216,2910
WBGene00004217,2912
WBGene00004218,2953
WBGene00004219,3122
WBGene00004220,3531
WBGene00004221,3052
WBGene00004222,2798
WBGene00004223,2555
WBGene00004224,2886
WBGene00004224,2930
WBGene00004225,2698
WBGene00004225,2242
WBGene00004226,2899
WBGene00004226,3311
WBGene00004227,2556
WBGene00004228,2871
WBGene00004229,2734
WBGene00004230,2463
WBGene00004231,2799
WBGene00004231,2709
WBGene00004231,2811
WBGene00004232,2951
WBGene00004233,3012
WBGene00004233,2175
WBGene00004233,2157
WBGene00004234,2727
WBGene00004235,3307
WBGene00004236,2761
WBGene00004236,2128
WBGene00004237,3290
WBGene00004238,2728
WBGene00004238,2926
WBGene00004239,1738
WBGene00004241,2004
WBGene00004242,1883
WBGene00004242,1914
WBGene00004243,1852
WBGene00004243,1880
WBGene00004244,1820
WBGene00004245,3323
WBGene00004248,1380
WBGene00004248,491
WBGene00004249,1021
WBGene00004254,4702
WBGene00004254,4572
WBGene00004254,4092
WBGene00004254,4561
WBGene00004254,795
WBGene00004254,406
WBGene00004254,4389
WBGene00004254,4259
WBGene00004254,4196
WBGene00004254,4066
WBGene00004254,3712
WBGene00004254,3586
WBGene00004255,3340
WBGene00004256,3864
WBGene00004257,4087
WBGene00004258,3888
WBGene00004258,4003
WBGene00004258,2545
WBGene00004259,7023
WBGene00004264,3854
WBGene00004265,4857
WBGene00004265,401
WBGene00004265,4062
WBGene00004266,1105
WBGene00004267,1256
WBGene00004267,1214
WBGene00004268,1081
WBGene00004269,873
WBGene00004270,1025
WBGene00004271,791
WBGene00004271,975
WBGene00004272,1073
WBGene00004273,696
WBGene00004273,917
WBGene00004274,1228
WBGene00004274,1248
WBGene00004275,597
WBGene00004275,685
WBGene00004275,588
WBGene00004276,1170
WBGene00004276,1169
WBGene00004277,2113
WBGene00004277,1918
WBGene00004278,742
WBGene00004278,775
WBGene00004278,773
WBGene00004278,790
WBGene00004279,795
WBGene00004281,747
WBGene00004282,988
WBGene00004283,1214
WBGene00004284,1149
WBGene00004285,1479
WBGene00004285,1261
WBGene00004285,1343
WBGene00004286,903
WBGene00004287,588
WBGene00004296,4102
WBGene00004296,4115
WBGene00004296,4165
WBGene00004296,4178
WBGene00004297,1527
WBGene00004297,1422
WBGene00004297,1428
WBGene00004298,2686
WBGene00004300,1043
WBGene00004301,2256
WBGene00004302,1199
WBGene00004303,3525
WBGene00004303,3142
WBGene00004304,2143
WBGene00004305,652
WBGene00004306,1298
WBGene00004307,1316
WBGene00004308,941
WBGene00004309,618
WBGene00004310,1252
WBGene00004310,507
WBGene00004311,776
WBGene00004311,769
WBGene00004312,1343
WBGene00004313,9636
WBGene00004313,9681
WBGene00004314,3969
WBGene00004315,2745
WBGene00004315,2811
WBGene00004315,1308
WBGene00004316,3233
WBGene00004316,3459
WBGene00004316,3187
WBGene00004316,3724
WBGene00004317,2912
WBGene00004318,4087
WBGene00004318,4085
WBGene00004319,5041
WBGene00004319,4942
WBGene00004320,606
WBGene00004320,699
WBGene00004321,985
WBGene00004322,2563
WBGene00004323,3219
WBGene00004324,1838
WBGene00004324,1814
WBGene00004326,1207
WBGene00004328,1011
WBGene00004328,1002
WBGene00004333,2467
WBGene00004333,1885
WBGene00004333,277
WBGene00004334,1395
WBGene00004335,1454
WBGene00004335,1515
WBGene00004335,1485
WBGene00004336,1212
WBGene00004336,1396
WBGene00004336,10319
WBGene00004336,2195
WBGene00004336,1101
WBGene00004336,10331
WBGene00004336,2276
WBGene00004336,1904
WBGene00004337,2741
WBGene00004337,2527
WBGene00004338,1105
WBGene00004339,1135
WBGene00004340,1162
WBGene00004341,1387
WBGene00004341,1660
WBGene00004342,762
WBGene00004343,4445
WBGene00004343,4463
WBGene00004344,606
WBGene00004344,744
WBGene00004345,1562
WBGene00004345,633
WBGene00004345,1867
WBGene00004345,654
WBGene00004346,1295
WBGene00004346,1557
WBGene00004346,1054
WBGene00004347,651
WBGene00004347,607
WBGene00004348,1983
WBGene00004348,1884
WBGene00004349,2670
WBGene00004349,2628
WBGene00004350,2967
WBGene00004350,2818
WBGene00004350,1761
WBGene00004350,1115
WBGene00004350,1652
WBGene00004350,1219
WBGene00004350,1097
WBGene00004351,690
WBGene00004352,916
WBGene00004353,1038
WBGene00004354,1030
WBGene00004355,4030
WBGene00004356,790
WBGene00004357,1775
WBGene00004357,558
WBGene00004358,1597
WBGene00004358,1634
WBGene00004359,1457
WBGene00004360,1648
WBGene00004360,1683
WBGene00004360,1683
WBGene00004360,733
WBGene00004360,790
WBGene00004361,2659
WBGene00004363,1564
WBGene00004364,1007
WBGene00004364,1058
WBGene00004367,2308
WBGene00004367,530
WBGene00004367,742
WBGene00004367,1437
WBGene00004368,1449
WBGene00004369,3860
WBGene00004369,1309
WBGene00004370,1863
WBGene00004371,7502
WBGene00004372,1095
WBGene00004372,1238
WBGene00004372,1400
WBGene00004372,646
WBGene00004372,1541
WBGene00004372,1388
WBGene00004372,1373
WBGene00004373,2872
WBGene00004373,2906
WBGene00004373,2197
WBGene00004373,2128
WBGene00004373,2240
WBGene00004373,2082
WBGene00004373,2634
WBGene00004374,2899
WBGene00004374,2895
WBGene00004374,2757
WBGene00004374,2753
WBGene00004375,2410
WBGene00004375,2500
WBGene00004375,1002
WBGene00004377,3424
WBGene00004377,629
WBGene00004378,7344
WBGene00004378,7320
WBGene00004380,1293
WBGene00004381,993
WBGene00004382,620
WBGene00004382,639
WBGene00004382,847
WBGene00004382,1005
WBGene00004382,853
WBGene00004382,718
WBGene00004382,816
WBGene00004382,762
WBGene00004383,1108
WBGene00004384,1122
WBGene00004384,829
WBGene00004384,716
WBGene00004384,1215
WBGene00004385,717
WBGene00004386,768
WBGene00004386,692
WBGene00004387,683
WBGene00004387,575
WBGene00004388,1010
WBGene00004389,1117
WBGene00004389,2864
WBGene00004389,1143
WBGene00004390,1114
WBGene00004390,1248
WBGene00004391,2516
WBGene00004391,2586
WBGene00004392,1388
WBGene00004393,1512
WBGene00004394,1469
WBGene00004395,7688
WBGene00004397,1164
WBGene00004398,1091
WBGene00004398,899
WBGene00004400,1071
WBGene00004401,1308
WBGene00004402,2586
